,age,age_origin
"Histoplasma_capsulatum_31414001:Histoplasma capsulatum
",17-65岁,48.1 vs 56
"Histoplasma_capsulatum_31955178:Histoplasma capsulatum
",>65岁,75-year-old
"Histoplasma_capsulatum_320285:Histoplasma capsulatum
",>65岁,older
"Histoplasma_capsulatum_32340747:Histoplasma capsulatum
",>65岁,2019
"Histoplasma_capsulatum_32928557:Histoplasma capsulatum
",17-65岁,24
"Histoplasma_capsulatum_3317978:Histoplasma capsulatum
",none,recipient
"Histoplasma_capsulatum_33718797:Histoplasma capsulatum
",none,Together
"Histoplasma_capsulatum_33775537:Histoplasma capsulatum
",>65岁,213
"Histoplasma_capsulatum_33819269:Histoplasma capsulatum
",17-65岁,61
"Histoplasma_capsulatum_33925084:Histoplasma capsulatum
",none,h
"Histoplasma_capsulatum_34036653:Histoplasma capsulatum
",none,ensuing
"Histoplasma_capsulatum_34037087:Histoplasma capsulatum
",none,on
"Histoplasma_capsulatum_34055523:Histoplasma capsulatum
",17-65岁,43-year-old
"Histoplasma_capsulatum_34098976:Histoplasma capsulatum
",1-17岁,9
"Histoplasma_capsulatum_34139578:Histoplasma capsulatum
",none,recipients
"Histoplasma_capsulatum_34153725:Histoplasma capsulatum
",>65岁,68-year-old
"Histoplasma_capsulatum_34175216:Histoplasma capsulatum
",none,an immunocompetent Japanese
"Histoplasma_capsulatum_34199970:Histoplasma capsulatum
",1-17岁,9.5 +- 5
"Histoplasma_capsulatum_34236777:Histoplasma capsulatum
",1-17岁,16
"Histoplasma_capsulatum_34239744:Histoplasma capsulatum
",17-65岁,34-year-old
"Histoplasma_capsulatum_34251468:Histoplasma capsulatum
",17-65岁,61-year-old
"Histoplasma_capsulatum_34277293:Histoplasma capsulatum
",17-65岁,Adult
"Histoplasma_capsulatum_34356955:Histoplasma capsulatum
",17-65岁,17
"Histoplasma_capsulatum_34401330:Histoplasma capsulatum
",1-17岁,six
"Histoplasma_capsulatum_34422265:Histoplasma capsulatum
",none,", increasing"
"Histoplasma_capsulatum_34474909:Histoplasma capsulatum
",1-17岁,Eight
"Histoplasma_capsulatum_34513158:Histoplasma capsulatum
",17-65岁,44-year-old
"Histoplasma_capsulatum_34549067:Histoplasma capsulatum
",17-65岁,57-year-old
"Histoplasma_capsulatum_34557565:Histoplasma capsulatum
",1-17岁,two
"Histoplasma_capsulatum_34747375:Histoplasma capsulatum
",17-65岁,adult
"Histoplasma_capsulatum_34874582:Histoplasma capsulatum
",>65岁,76
"Histoplasma_capsulatum_350045:Histoplasma capsulatum
",17-65岁,58
"Histoplasma_capsulatum_416862:Histoplasma capsulatum
",17-65岁,20
"Histoplasma_capsulatum_4397883:Histoplasma capsulatum
",none,:
"Histoplasma_capsulatum_6252645:Histoplasma capsulatum
",none,:
"Histoplasma_capsulatum_6974996:Histoplasma capsulatum
",>65岁,92
"Histoplasma_capsulatum_7985710:Histoplasma capsulatum
",1-17岁,7
"Histoplasma_capsulatum_7991523:Histoplasma capsulatum
",17-65岁,21 to 60
"Histoplasma_capsulatum_8020389:Histoplasma capsulatum
",17-65岁,35-year-old
"Histoplasma_capsulatum_8093636:Histoplasma capsulatum
",>65岁,68
"Histoplasma_capsulatum_9276396:Histoplasma capsulatum
",none,Indianapolis
"Histoplasma_capsulatum_9298723:Histoplasma capsulatum
",1-17岁,children
"Histoplasma_capsulatum_9446191:Histoplasma capsulatum
",none,"malignancy,"
"Histoplasma_capsulatum_9676066:Histoplasma capsulatum
",none,farm-dwelling
"Histoplasma_capsulatum_9894949:Histoplasma capsulatum
",none,some time
"Histoplasma_duboisii_1439098:Histoplasma duboisii
",1-17岁,young
"Histoplasma_duboisii_17334730:Histoplasma duboisii
",17-65岁,45-year-old
"Histoplasma_duboisii_1995931:Histoplasma duboisii
",>65岁,1313
"Histoplasma_duboisii_21843324:Histoplasma duboisii
",1-17岁,15-year-old
"Histoplasma_duboisii_2201107:Histoplasma duboisii
",none,Cryptococcal
"Histoplasma_duboisii_22707773:Histoplasma duboisii
",17-65岁,60-year-old
"Histoplasma_duboisii_25155354:Histoplasma duboisii
",17-65岁,18
"Histoplasma_duboisii_25246691:Histoplasma duboisii
",17-65岁,40
"Histoplasma_duboisii_25514986:Histoplasma duboisii
",none,old
"Histoplasma_duboisii_26347828:Histoplasma duboisii
",17-65岁,34-year-old
"Histoplasma_duboisii_27329388:Histoplasma duboisii
",1-17岁,13 year old
"Histoplasma_duboisii_28626627:Histoplasma duboisii
",17-65岁,45
"Hormographiella_12058736:Hormographiella
",none,a
"Hormographiella_15947435:Hormographiella
",none,a relapsed leukaemia patient
"Hormographiella_20491830:Hormographiella
",1-17岁,1
"Hormographiella_21068290:Hormographiella
",1-17岁,2
"Hormographiella_26512308:Hormographiella
",none,.
"Hormographiella_27237466:Hormographiella
",17-65岁,51-year-old
"Hormographiella_28144821:Hormographiella
",none,or
"Hormographiella_31065690:Hormographiella
",17-65岁,54-year-old
"Hormographiella_32880829:Hormographiella
",none,patient
"Hormographiella_9316933:Hormographiella
",none,a patient
"Hormographiella_aspergillata_15947435:Hormographiella aspergillata
",none,a relapsed leukaemia patient
"Hormographiella_aspergillata_21068290:Hormographiella aspergillata
",1-17岁,2
"Hormographiella_aspergillata_27237466:Hormographiella aspergillata
",17-65岁,51-year-old
"Hormographiella_aspergillata_28144821:Hormographiella aspergillata
",none,of
"Hormographiella_aspergillata_31065690:Hormographiella aspergillata
",17-65岁,54-year-old
"Hormographiella_aspergillata_32880829:Hormographiella aspergillata
",none,neutropenic
"Hortaea_werneckii_12353348:Hortaea werneckii
",17-65岁,"81-year-old woman, had pulmonary tuberculosis and the latter, a 62-year-old"
"Hortaea_werneckii_1396889:Hortaea werneckii
",none,7th
"Hortaea_werneckii_18051797:Hortaea werneckii
",>65岁,81-year-old
"Hortaea_werneckii_21083708:Hortaea werneckii
",>65岁,81-year-old
"Hortaea_werneckii_23734832:Hortaea werneckii
",>65岁,90-year-old
"Hortaea_werneckii_24767462:Hortaea werneckii
",17-65岁,63-year-old
"Hortaea_werneckii_26329376:Hortaea werneckii
",>65岁,67
"Hortaea_werneckii_28062320:Hortaea werneckii
",>65岁,74
"Hortaea_werneckii_29094263:Hortaea werneckii
",>65岁,68- and 87
"Hortaea_werneckii_31959463:Hortaea werneckii
",none,report
"Hortaea_werneckii_32030418:Hortaea werneckii
",1-17岁,3
"Hortaea_werneckii_34084534:Hortaea werneckii
",>65岁,65-year-old
"Hortaea_werneckii_34621853:Hortaea werneckii
",none,people
"Hortaea_werneckii_6153661:Hortaea werneckii
",none,second patient
"Hortaea_werneckii_8452960:Hortaea werneckii
",none,:
"Inonotus_tropicalis_34598109:Inonotus tropicalis
",17-65岁,40-year-old
"Irpex_lacteus_25202126:Irpex lacteus
",none,and
"Issatchenkia_orientalis_32885525:Issatchenkia orientalis
",>65岁,58 versus 68
"Kodamaea_ohmeri_27495321:Kodamaea ohmeri
",17-65岁,29
"Kodamaea_ohmeri_31262263:Kodamaea ohmeri
",>65岁,81-year-old
"Lagenidium_giganteum_14529129:Lagenidium giganteum
",none,dogs
"Lasiodiplodia_theobromae_18003802:Lasiodiplodia theobromae
",1-17岁,14
"Lewia_infectoria_11326020:Lewia infectoria
",17-65岁,20
"Lewia_infectoria_22897073:Lewia infectoria
",none,a
"Lewia_infectoria_27866319:Lewia infectoria
",17-65岁,61-year-old
"Lichtheimia_corymbifera_21761152:Lichtheimia corymbifera
",none,review
"Lichtheimia_corymbifera_22477566:Lichtheimia corymbifera
",17-65岁,64
"Lichtheimia_corymbifera_23307250:Lichtheimia corymbifera
",1-17岁,14-year-old
"Lichtheimia_corymbifera_24850354:Lichtheimia corymbifera
",>65岁,86
"Lichtheimia_corymbifera_28197828:Lichtheimia corymbifera
",1-17岁,young
"Lichtheimia_corymbifera_30338581:Lichtheimia corymbifera
",17-65岁,"14.1 years, range 7.7-18"
"Lichtheimia_corymbifera_32388712:Lichtheimia corymbifera
",none,recipient
"Lichtheimia_corymbifera_33194153:Lichtheimia corymbifera
",1-17岁,15-year-old
"Lichtheimia_corymbifera_33253454:Lichtheimia corymbifera
",17-65岁,45
"Lichtheimia_ornata_32388712:Lichtheimia ornata
",none,recipient
"Lichtheimia_ramosa_24103142:Lichtheimia ramosa
",1-17岁,4-year-old
"Lichtheimia_ramosa_24925144:Lichtheimia ramosa
",17-65岁,52-year-old
"Lichtheimia_ramosa_25250768:Lichtheimia ramosa
",>65岁,71
"Lichtheimia_ramosa_25587084:Lichtheimia ramosa
",17-65岁,40
"Lichtheimia_ramosa_26645867:Lichtheimia ramosa
",1-17岁,8-year-old
"Lichtheimia_ramosa_27445521:Lichtheimia ramosa
",17-65岁,56-year-old
"Lichtheimia_ramosa_29526942:Lichtheimia ramosa
",17-65岁,53-year-old
"Lichtheimia_ramosa_29642408:Lichtheimia ramosa
",1-17岁,five
"Lichtheimia_ramosa_30879588:Lichtheimia ramosa
",none,present
"Lindnera_jadinii_32164551:Lindnera jadinii
",17-65岁,38-year-old
"Lindnera_jadinii_32327459:Lindnera jadinii
",1-17岁,adolescent
"Lindnera_jadinii_32482366:Lindnera jadinii
",none,"patients, appropriate antimicrobial agents can be recommended."
"Lindnera_jadinii_32535876:Lindnera jadinii
",none,a
"Lindnera_jadinii_32603803:Lindnera jadinii
",none,care
"Lindnera_jadinii_32648836:Lindnera jadinii
",>65岁,685
"Lindnera_jadinii_32737747:Lindnera jadinii
",none,ill
"Lindnera_jadinii_32807241:Lindnera jadinii
",17-65岁,18
"Lindnera_jadinii_32909234:Lindnera jadinii
",17-65岁,62-year-old
"Lindnera_jadinii_33041191:Lindnera jadinii
",none,this
"Lindnera_jadinii_33156298:Lindnera jadinii
",none,apps
"Lindnera_jadinii_33156525:Lindnera jadinii
",>65岁,109
"Lindnera_jadinii_33316056:Lindnera jadinii
",1-17岁,three
"Lindnera_jadinii_33451316:Lindnera jadinii
",>65岁,2019
"Lindnera_jadinii_33615809:Lindnera jadinii
",1-17岁,four
"Lindnera_jadinii_33727474:Lindnera jadinii
",17-65岁,42-year-old
"Lindnera_jadinii_33746045:Lindnera jadinii
",17-65岁,19
"Lindnera_jadinii_33761696:Lindnera jadinii
",17-65岁,54 year-old
"Lindnera_jadinii_33847304:Lindnera jadinii
",none,Neo
"Lindnera_jadinii_33889656:Lindnera jadinii
",17-65岁,62
"Lindnera_jadinii_33904683:Lindnera jadinii
",1-17岁,12-year-old
"Lindnera_jadinii_33912342:Lindnera jadinii
",>65岁,67
"Lindnera_jadinii_33923992:Lindnera jadinii
",>65岁,2019
"Lindnera_jadinii_33940134:Lindnera jadinii
",>65岁,elder
"Lindnera_jadinii_33950572:Lindnera jadinii
",17-65岁,34
"Lindnera_jadinii_33984080:Lindnera jadinii
",none,a
"Lindnera_jadinii_34011126:Lindnera jadinii
",17-65岁,adults
"Lindnera_jadinii_34036149:Lindnera jadinii
",none,a person
"Lindnera_jadinii_34076373:Lindnera jadinii
",none,hospital population
"Lindnera_jadinii_34092858:Lindnera jadinii
",>65岁,124
"Lindnera_jadinii_34136573:Lindnera jadinii
",none,summon
"Lindnera_jadinii_34136819:Lindnera jadinii
",17-65岁,adult
"Lindnera_jadinii_34146056:Lindnera jadinii
",1-17岁,Seven
"Lindnera_jadinii_34150344:Lindnera jadinii
",none,preschool
"Lindnera_jadinii_34159054:Lindnera jadinii
",17-65岁,52-year-old
"Lindnera_jadinii_34186378:Lindnera jadinii
",17-65岁,34-year-old
"Lindnera_jadinii_34218811:Lindnera jadinii
",>65岁,154
"Lindnera_jadinii_34242877:Lindnera jadinii
",1-17岁,child
"Lindnera_jadinii_34342488:Lindnera jadinii
",17-65岁,40
"Lindnera_jadinii_34356931:Lindnera jadinii
",17-65岁,19
"Lindnera_jadinii_34368903:Lindnera jadinii
",>65岁,70-year-old
"Lindnera_jadinii_34379989:Lindnera jadinii
",17-65岁,60
"Lindnera_jadinii_34381791:Lindnera jadinii
",>65岁,elderly
"Lindnera_jadinii_34400428:Lindnera jadinii
",17-65岁,57-year-old
"Lindnera_jadinii_34416810:Lindnera jadinii
",17-65岁,46-year-old
"Lindnera_jadinii_34418979:Lindnera jadinii
",>65岁,67-year-old
"Lindnera_jadinii_34420902:Lindnera jadinii
",>65岁,197
"Lindnera_jadinii_34428666:Lindnera jadinii
",>65岁,elderly
"Lindnera_jadinii_34440989:Lindnera jadinii
",17-65岁,adult
"Lindnera_jadinii_34464944:Lindnera jadinii
",>65岁,118
"Lindnera_jadinii_34479880:Lindnera jadinii
",17-65岁,57-year-old
"Lindnera_jadinii_34526417:Lindnera jadinii
",none,a
"Lindnera_jadinii_34540870:Lindnera jadinii
",17-65岁,64
"Lindnera_jadinii_34555702:Lindnera jadinii
",none,potentialize
"Lindnera_jadinii_34589223:Lindnera jadinii
",>65岁,75-year-old
"Lindnera_jadinii_34666664:Lindnera jadinii
",>65岁,71-year-old
"Lindnera_jadinii_34668768:Lindnera jadinii
",1-17岁,64.7 +- 10
"Lindnera_jadinii_34698346:Lindnera jadinii
",17-65岁,62
"Lindnera_jadinii_34745396:Lindnera jadinii
",>65岁,21-80
"Lindnera_jadinii_34778284:Lindnera jadinii
",1-17岁,55.0 +- 14
"Lindnera_jadinii_34839862:Lindnera jadinii
",>65岁,2019
"Lindnera_jadinii_34853695:Lindnera jadinii
",none,old
"Lindnera_jadinii_34967167:Lindnera jadinii
",>65岁,75
"Lindnera_jadinii_34969112:Lindnera jadinii
",none,antifungal
"Lindnera_jadinii_34972773:Lindnera jadinii
",17-65岁,31-year-old
"Lindnera_jadinii_34992473:Lindnera jadinii
",none,mid-fort
"Lindnera_jadinii_34992845:Lindnera jadinii
",none,institutional
"Madurella_grisea_988459:Madurella grisea
",1-17岁,child
"Madurella_mycetomatis_33764976:Madurella mycetomatis
",17-65岁,41-year-old
"Magnusiomyces_capitatus_27495321:Magnusiomyces capitatus
",17-65岁,29
"Magnusiomyces_capitatus_28409093:Magnusiomyces capitatus
",17-65岁,19 year old
"Magnusiomyces_capitatus_29207709:Magnusiomyces capitatus
",17-65岁,53
"Magnusiomyces_capitatus_34416850:Magnusiomyces capitatus
",1-17岁,16-year-old
"Malassezia_furfur_18293259:Malassezia furfur
",17-65岁,23-35
"Malassezia_furfur_31758176:Malassezia furfur
",none,fundamental
"Malassezia_furfur_34947039:Malassezia furfur
",none,recovered
"Malassezia_restricta_34947039:Malassezia restricta
",none,.
"Malassezia_sympodialis_24863142:Malassezia sympodialis
",none,obese
"Meyerozyma_caribbica_30681747:Meyerozyma caribbica
",17-65岁,42
"Microascus_14986165:Microascus
",17-65岁,24-year-old
"Microascus_17039277:Microascus
",17-65岁,49-year old
"Microascus_19672782:Microascus
",none,type
"Microascus_21543579:Microascus
",none,a
"Microascus_26075134:Microascus
",none,Recipient.ABSTRACT:Because
"Microascus_29120502:Microascus
",none,a woman
"Microascus_31166635:Microascus
",none,total
"Microascus_31329937:Microascus
",none,the
"Microascus_33042775:Microascus
",>65岁,65-year-old
"Microascus_34386343:Microascus
",none,overall
"Microascus_7751387:Microascus
",1-17岁,12-year-old
"Microascus_cinereus_3808006:Microascus cinereus
",none,.
"Microascus_cirrosus_17039277:Microascus cirrosus
",17-65岁,49-year old
"Microascus_cirrosus_21543579:Microascus cirrosus
",none,a
"Microascus_cirrosus_29120502:Microascus cirrosus
",none,a woman
"Microascus_cirrosus_34386343:Microascus cirrosus
",1-17岁,three
"Microascus_cirrosus_7751387:Microascus cirrosus
",1-17岁,12-year-old
"Microascus_trigonosporus_14986165:Microascus trigonosporus
",17-65岁,24
"Microascus_trigonosporus_26075134:Microascus trigonosporus
",none,a
"Microsporidium_18590666:Microsporidium
",none,.
"Microsporidium_21063982:Microsporidium
",1-17岁,four years old
"Microsporidium_7605295:Microsporidium
",17-65岁,41 patients (40 male
"Mucor_10571806:Mucor
",1-17岁,5
"Mucor_114435:Mucor
",none,author
"Mucor_12913805:Mucor
",17-65岁,43-year-old
"Mucor_1865594:Mucor
",17-65岁,32
"Mucor_20461433:Mucor
",>65岁,77-year-old
"Mucor_20803983:Mucor
",>65岁,73-year-old
"Mucor_21743222:Mucor
",17-65岁,43
"Mucor_2188321:Mucor
",none,organ
"Mucor_23964036:Mucor
",1-17岁,young
"Mucor_24289813:Mucor
",1-17岁,7
"Mucor_24996716:Mucor
",17-65岁,64-year-old
"Mucor_26464771:Mucor
",1-17岁,16
"Mucor_2671197:Mucor
",17-65岁,51 years old
"Mucor_29259862:Mucor
",1-17岁,15 year old
"Mucor_31770250:Mucor
",>65岁,82-year-old
"Mucor_31847684:Mucor
",1-17岁,a child
"Mucor_32578998:Mucor
",>65岁,71-year-old
"Mucor_34144835:Mucor
",none,open
"Mucor_34262833:Mucor
",17-65岁,57-year-old
"Mucor_34420902:Mucor
",>65岁,197
"Mucor_34522421:Mucor
",>65岁,65-year-old
"Mucor_34754927:Mucor
",17-65岁,44-year-old
"Mucor_34759224:Mucor
",none,report
"Mucor_34881195:Mucor
",>65岁,10-year period (2010-2019
"Mucor_34986644:Mucor
",none,80s
"Mucor_3774682:Mucor
",17-65岁,37 year old
"Mucor_7769221:Mucor
",none,diabetic
"Mucor_7835242:Mucor
",17-65岁,51-year-old
"Mucor_7884765:Mucor
",>65岁,102
"Mucor_8841104:Mucor
",none,a
"Mucor_circinelloides_34986644:Mucor circinelloides
",none,80s
"Mucor_indicus_19386856:Mucor indicus
",none,the
"Mucor_indicus_28698667:Mucor indicus
",none,enhance
"Mucor_indicus_31770250:Mucor indicus
",>65岁,82-year-old
"Mucor_irregularis_23243187:Mucor irregularis
",none,immunocompetent
"Mucor_irregularis_29642408:Mucor irregularis
",1-17岁,five
"Mucor_irregularis_33147877:Mucor irregularis
",none,developed and
"Mucor_irregularis_33806386:Mucor irregularis
",none,concerns
"Mycocladus_corymbifer_19386856:Mycocladus corymbifer
",>65岁,approximately 80
"Mycocladus_corymbifer_19681829:Mycocladus corymbifer
",1-17岁,eight
"Mycocladus_corymbifer_20008047:Mycocladus corymbifer
",none,one
"Mycocladus_corymbifer_21761152:Mycocladus corymbifer
",none,review
"Mycocladus_corymbifer_23307250:Mycocladus corymbifer
",1-17岁,14-year-old
"Mycocladus_corymbifer_24850354:Mycocladus corymbifer
",>65岁,86
"Mycocladus_corymbifer_28197828:Mycocladus corymbifer
",1-17岁,young
"Mycocladus_corymbifer_30338581:Mycocladus corymbifer
",17-65岁,"14.1 years, range 7.7-18"
"Mycocladus_corymbifer_32388712:Mycocladus corymbifer
",none,recipient
"Mycocladus_corymbifer_33194153:Mycocladus corymbifer
",1-17岁,15-year-old
"Mycocladus_corymbifer_33253454:Mycocladus corymbifer
",17-65岁,45
"Nannizziopsis_15750132:Nannizziopsis
",none,We describe
"Nannizziopsis_34912749:Nannizziopsis
",17-65岁,35-year-old
"Nattrassia_mangiferae_9003611:Nattrassia mangiferae
",none,a steroid-dependent diabetic
"Neosartorya_fischeri_23903552:Neosartorya fischeri
",none,tract
"Neosartorya_fischeri_25947561:Neosartorya fischeri
",none,approximately
"Neosartorya_fischeri_9730310:Neosartorya fischeri
",none,A
"Neosartorya_fumigata_19730788:Neosartorya fumigata
",17-65岁,63-year-old
"Neosartorya_fumigata_19827582:Neosartorya fumigata
",>65岁,80-year-old
"Neosartorya_fumigata_20205795:Neosartorya fumigata
",>65岁,66 year-old
"Neosartorya_fumigata_20803983:Neosartorya fumigata
",>65岁,73-year-old
"Neosartorya_fumigata_21057748:Neosartorya fumigata
",17-65岁,63-year-old
"Neosartorya_fumigata_21357614:Neosartorya fumigata
",1-17岁,3 yr old
"Neosartorya_fumigata_21700234:Neosartorya fumigata
",17-65岁,52-year old
"Neosartorya_fumigata_22294141:Neosartorya fumigata
",none,this
"Neosartorya_fumigata_22417634:Neosartorya fumigata
",none,tsunami
"Neosartorya_fumigata_22435902:Neosartorya fumigata
",none,.
"Neosartorya_fumigata_23254917:Neosartorya fumigata
",none,carcinoma.ABSTRACT:
"Neosartorya_fumigata_23411576:Neosartorya fumigata
",none,"outpatients. Challenges remain in almost all areas,"
"Neosartorya_fumigata_24033938:Neosartorya fumigata
",17-65岁,28
"Neosartorya_fumigata_24107913:Neosartorya fumigata
",17-65岁,59-year-old
"Neosartorya_fumigata_24862414:Neosartorya fumigata
",none,report
"Neosartorya_fumigata_25917588:Neosartorya fumigata
",17-65岁,49-year-old
"Neosartorya_fumigata_26455910:Neosartorya fumigata
",none,an immunocompromised critically ill
"Neosartorya_fumigata_26623497:Neosartorya fumigata
",none,:
"Neosartorya_fumigata_27041173:Neosartorya fumigata
",>65岁,84-year-old
"Neosartorya_fumigata_28288860:Neosartorya fumigata
",>65岁,87
"Neosartorya_fumigata_28377567:Neosartorya fumigata
",17-65岁,23-year-old
"Neosartorya_fumigata_28660636:Neosartorya fumigata
",none,.
"Neosartorya_fumigata_28780309:Neosartorya fumigata
",1-17岁,8.8 years (range: 1.5 months to 16
"Neosartorya_fumigata_28866833:Neosartorya fumigata
",17-65岁,61-year-old
"Neosartorya_fumigata_28990950:Neosartorya fumigata
",1-17岁,3-year-old
"Neosartorya_fumigata_29189562:Neosartorya fumigata
",none,a Patient
"Neosartorya_fumigata_29877282:Neosartorya fumigata
",>65岁,70-year-old
"Neosartorya_fumigata_30503225:Neosartorya fumigata
",17-65岁,32 year-old
"Neosartorya_fumigata_30670338:Neosartorya fumigata
",none,succession
"Neosartorya_fumigata_30674741:Neosartorya fumigata
",none,a
"Neosartorya_fumigata_30800324:Neosartorya fumigata
",>65岁,84-year-old
"Neosartorya_fumigata_30986554:Neosartorya fumigata
",none,transplant
"Neosartorya_fumigata_31171926:Neosartorya fumigata
",>65岁,82-year-old
"Neosartorya_fumigata_31179880:Neosartorya fumigata
",none,cancer
"Neosartorya_fumigata_31529558:Neosartorya fumigata
",17-65岁,49-year-old
"Neosartorya_fumigata_31690385:Neosartorya fumigata
",none,patients
"Neosartorya_fumigata_31758642:Neosartorya fumigata
",none,.
"Neosartorya_fumigata_31877884:Neosartorya fumigata
",1-17岁,ten-year-old
"Neosartorya_fumigata_31886124:Neosartorya fumigata
",17-65岁,52
"Neosartorya_fumigata_32210640:Neosartorya fumigata
",none,Japanese man
"Neosartorya_fumigata_32450632:Neosartorya fumigata
",1-17岁,55+-14
"Neosartorya_fumigata_32619123:Neosartorya fumigata
",1-17岁,5-year-old
"Neosartorya_fumigata_32789112:Neosartorya fumigata
",1-17岁,13-year-old
"Neosartorya_fumigata_32807082:Neosartorya fumigata
",17-65岁,61-year-old
"Neosartorya_fumigata_32837879:Neosartorya fumigata
",none,triazole resistance are essential for appropriate antifungal therapy to improve
"Neosartorya_fumigata_32965042:Neosartorya fumigata
",>65岁,79
"Neosartorya_fumigata_33012653:Neosartorya fumigata
",none,this
"Neosartorya_fumigata_33087440:Neosartorya fumigata
",17-65岁,61
"Neosartorya_fumigata_33140176:Neosartorya fumigata
",17-65岁,63
"Neosartorya_fumigata_33185971:Neosartorya fumigata
",none,a case of a
"Neosartorya_fumigata_33210776:Neosartorya fumigata
",>65岁,239
"Neosartorya_fumigata_33224902:Neosartorya fumigata
",>65岁,0-88
"Neosartorya_fumigata_33361740:Neosartorya fumigata
",>65岁,72-year-old
"Neosartorya_fumigata_33500209:Neosartorya fumigata
",>65岁,elderly
"Neosartorya_fumigata_33527098:Neosartorya fumigata
",none,patient
"Neosartorya_fumigata_33539721:Neosartorya fumigata
",>65岁,182
"Neosartorya_fumigata_33553006:Neosartorya fumigata
",>65岁,109
"Neosartorya_fumigata_33569857:Neosartorya fumigata
",1-17岁,two
"Neosartorya_fumigata_33575235:Neosartorya fumigata
",none,ages
"Neosartorya_fumigata_33674201:Neosartorya fumigata
",>65岁,72-year-old
"Neosartorya_fumigata_33709380:Neosartorya fumigata
",17-65岁,adult
"Neosartorya_fumigata_33746045:Neosartorya fumigata
",17-65岁,19
"Neosartorya_fumigata_33770176:Neosartorya fumigata
",none,"unanswered,"
"Neosartorya_fumigata_33796902:Neosartorya fumigata
",17-65岁,46-year-old
"Neosartorya_fumigata_33808931:Neosartorya fumigata
",none,Here we present
"Neosartorya_fumigata_33867266:Neosartorya fumigata
",>65岁,79-year-old
"Neosartorya_fumigata_33894873:Neosartorya fumigata
",17-65岁,60-year-old
"Neosartorya_fumigata_34143533:Neosartorya fumigata
",none,mortality
"Neosartorya_fumigata_34356931:Neosartorya fumigata
",17-65岁,19
"Neosartorya_fumigata_34428666:Neosartorya fumigata
",>65岁,elderly
"Neosartorya_fumigata_34490551:Neosartorya fumigata
",none,survival
"Neosartorya_fumigata_34527462:Neosartorya fumigata
",17-65岁,60
"Neosartorya_fumigata_34575764:Neosartorya fumigata
",1-17岁,9-year-old
"Neosartorya_fumigata_34587685:Neosartorya fumigata
",1-17岁,9.9 to 13
"Neosartorya_fumigata_34631744:Neosartorya fumigata
",17-65岁,32
"Neosartorya_fumigata_34784260:Neosartorya fumigata
",none,recovered
"Neosartorya_fumigata_34784976:Neosartorya fumigata
",17-65岁,34
"Neosartorya_fumigata_34789463:Neosartorya fumigata
",none,radiological
"Neosartorya_fumigata_34804665:Neosartorya fumigata
",17-65岁,33-year-old
"Neosartorya_fumigata_34829231:Neosartorya fumigata
",>65岁,132
"Neosartorya_fumigata_34829278:Neosartorya fumigata
",>65岁,235
"Neosartorya_fumigata_34878803:Neosartorya fumigata
",>65岁,2020
"Neosartorya_fumigata_34888059:Neosartorya fumigata
",17-65岁,19-year-old
"Neosartorya_fumigata_34937136:Neosartorya fumigata
",none,haematology/oncology
"Neosartorya_fumigata_34939293:Neosartorya fumigata
",none,I
"Neosartorya_fumigata_34947041:Neosartorya fumigata
",17-65岁,adult
"Neosartorya_fumigata_34947074:Neosartorya fumigata
",>65岁,90-year-old
"Neosartorya_fumigata_34951498:Neosartorya fumigata
",>65岁,102
"Neosartorya_fumigata_34969112:Neosartorya fumigata
",none,antifungal
"Neosartorya_fumigata_34969623:Neosartorya fumigata
",none,remaining
"Neosartorya_fumigata_34984061:Neosartorya fumigata
",none,year-old
"Neosartorya_pseudofischeri_24829237:Neosartorya pseudofischeri
",none,bilateral
"Neosartorya_pseudofischeri_31891387:Neosartorya pseudofischeri
",1-17岁,14
"Neosartorya_udagawae_25379388:Neosartorya udagawae
",17-65岁,43-year-old
"Neosartorya_udagawae_33551426:Neosartorya udagawae
",>65岁,80 year old
"Neoscytalidium_dimidiatum_25948605:Neoscytalidium dimidiatum
",none,this
"Neoscytalidium_dimidiatum_34603948:Neoscytalidium dimidiatum
",1岁以下,renal transplant patient who received anti-thymocyte globulin for induction immunosuppression. A month
"Neoscytalidium_dimidiatum_34758426:Neoscytalidium dimidiatum
",17-65岁,34-year-old
"Neoscytalidium_mangiferae_34758426:Neoscytalidium mangiferae
",17-65岁,34-year-old
"Nosema_algerae_22385431:Nosema algerae
",17-65岁,49 years old
"Nosema_algerae_34391631:Nosema algerae
",17-65岁,55-year-old
"Nosema_corneum_22265899:Nosema corneum
",1-17岁,children
"Nosema_corneum_9868671:Nosema corneum
",17-65岁,46-year-old
"Ochroconis_gallopava_12509933:Ochroconis gallopava
",>65岁,68
"Ochroconis_gallopava_18651872:Ochroconis gallopava
",none,S
"Ochroconis_gallopava_21955216:Ochroconis gallopava
",none,kidney
"Ochroconis_gallopava_23601080:Ochroconis gallopava
",none,recipient
"Ochroconis_gallopava_25232157:Ochroconis gallopava
",none,.
"Ochroconis_gallopava_28002285:Ochroconis gallopava
",>65岁,65-year-old
"Ochroconis_gallopava_28884072:Ochroconis gallopava
",>65岁,76-year-old
"Paecilomyces_11101597:Paecilomyces
",1-17岁,12-year-old
"Paecilomyces_12041651:Paecilomyces
",none,patients and
"Paecilomyces_1611140:Paecilomyces
",none,diabetic
"Paecilomyces_1805416:Paecilomyces
",none,patients
