,num,num_origin
"Filobasidiella_bacillispora_34173328:Filobasidiella bacillispora
",1-10,two
"Filobasidiella_bacillispora_34178506:Filobasidiella bacillispora
",1,A
"Filobasidiella_bacillispora_34374784:Filobasidiella bacillispora
",10-100,85
"Filobasidiella_bacillispora_34718451:Filobasidiella bacillispora
",10-100,Twenty
"Filobasidiella_bacillispora_34937137:Filobasidiella bacillispora
",none,:
"Filobasidiella_bacillispora_34984166:Filobasidiella bacillispora
",1,a case
"Filobasidiella_bacillispora_8141697:Filobasidiella bacillispora
",10-100,35
"Filobasidiella_bacillispora_8544081:Filobasidiella bacillispora
",10-100,20 consecutive cases
"Fonsecaea_monophora_27330937:Fonsecaea monophora
",1,a case
"Fonsecaea_monophora_28660464:Fonsecaea monophora
",1,A
"Fonsecaea_pedrosoi__8589181:Fonsecaea pedrosoi 
",1,a
"Fusarium_dimerum_15361915:Fusarium dimerum
",1,a
"Fusarium_equiseti_22399173:Fusarium equiseti
",10-100,32
"Fusarium_fujikuroi_32467910:Fusarium fujikuroi
",1,a
"Fusarium_moniliforme_11197219:Fusarium moniliforme
",1,an
"Fusarium_moniliforme_17472677:Fusarium moniliforme
",1,A
"Fusarium_moniliforme_34931158:Fusarium moniliforme
",1,a case
"Fusarium_moniliforme_4095646:Fusarium moniliforme
",1,a
"Fusarium_napiforme_11117278:Fusarium napiforme
",1,a case
"Fusarium_oxysporum_16800418:Fusarium oxysporum
",1,A case
"Fusarium_oxysporum_34751181:Fusarium oxysporum
",1-10,six
"Fusarium_proliferatum_15607679:Fusarium proliferatum
",1,A
"Fusarium_solani_11852477:Fusarium solani
",1,A
"Fusarium_solani_12913807:Fusarium solani
",1,A patient
"Fusarium_solani_2098140:Fusarium solani
",1,a
"Fusarium_solani_27008433:Fusarium solani
",1,a
"Fusarium_solani_32479709:Fusarium solani
",1,A
"Fusarium_solani_34751181:Fusarium solani
",1-10,six
"Fusarium_verticillioides_34931158:Fusarium verticillioides
",1,a case
"Geosmithia_argillacea_21367720:Geosmithia argillacea
",1-10,7
"Geosmithia_argillacea_21596282:Geosmithia argillacea
",none,:Fungal colonization in cystic fibrosis patient
"Geosmithia_argillacea_23241382:Geosmithia argillacea
",1,first case
"Geosmithia_argillacea_23483122:Geosmithia argillacea
",1,a
"Geosmithia_argillacea_23856446:Geosmithia argillacea
",1,an
"Geosmithia_argillacea_23902144:Geosmithia argillacea
",none,patients
"Geosmithia_argillacea_24371745:Geosmithia argillacea
",1,a
"Geosmithia_argillacea_25356347:Geosmithia argillacea
",>100,152
"Geosmithia_argillacea_26058584:Geosmithia argillacea
",1,a
"Geosmithia_argillacea_29702751:Geosmithia argillacea
",1-10,Four patients
"Geosmithia_argillacea_31011375:Geosmithia argillacea
",1,a case
"Geosmithia_argillacea_33395593:Geosmithia argillacea
",1,a case
"Geosmithia_argillacea_34575816:Geosmithia argillacea
",1,a
"Geotrichum_candidum_14707925:Geotrichum candidum
",1,a case
"Geotrichum_candidum_32974489:Geotrichum candidum
",1,first case
"Geotrichum_capitatum_15623948:Geotrichum capitatum
",1-10,three cases
"Geotrichum_capitatum_15700847:Geotrichum capitatum
",>100,307
"Geotrichum_capitatum_15815003:Geotrichum capitatum
",10-100,52
"Geotrichum_capitatum_15818648:Geotrichum capitatum
",>100,156
"Geotrichum_capitatum_16397422:Geotrichum capitatum
",1,A
"Geotrichum_capitatum_17926005:Geotrichum capitatum
",1,a case
"Geotrichum_capitatum_19294867:Geotrichum capitatum
",none,:The importance of fungal infection of the lung in immunocompromised patients
"Geotrichum_capitatum_21047670:Geotrichum capitatum
",>100,279
"Geotrichum_capitatum_21088357:Geotrichum capitatum
",1,a
"Geotrichum_capitatum_21500462:Geotrichum capitatum
",10-100,35
"Geotrichum_capitatum_23692800:Geotrichum capitatum
",1,a
"Geotrichum_capitatum_25458367:Geotrichum capitatum
",1,a case
"Geotrichum_capitatum_25681053:Geotrichum capitatum
",1-10,Six cases
"Geotrichum_capitatum_26036497:Geotrichum capitatum
",10-100,45
"Geotrichum_capitatum_26397299:Geotrichum capitatum
",1,a
"Geotrichum_capitatum_26550401:Geotrichum capitatum
",1,first case
"Geotrichum_capitatum_27495321:Geotrichum capitatum
",10-100,Fourteen
"Geotrichum_capitatum_28124967:Geotrichum capitatum
",1-10,two
"Geotrichum_capitatum_28283014:Geotrichum capitatum
",1,A
"Geotrichum_capitatum_28356805:Geotrichum capitatum
",1,a case
"Geotrichum_capitatum_28409093:Geotrichum capitatum
",1,First case
"Geotrichum_capitatum_29198203:Geotrichum capitatum
",1,a case
"Geotrichum_capitatum_29207709:Geotrichum capitatum
",1-10,six
"Geotrichum_capitatum_29926359:Geotrichum capitatum
",1,A
"Geotrichum_capitatum_34416850:Geotrichum capitatum
",1,a
"Gibberella_fujikuroi_32467910:Gibberella fujikuroi
",1,a
"Gymnascella_10618119:Gymnascella
",1,a
"Gymnascella_hyalinospora_10618119:Gymnascella hyalinospora
",1,a
"Hendersonula_toruloidea_9003611:Hendersonula toruloidea
",1,a case
"Histoplasma_capsulatum_11429477:Histoplasma capsulatum
",1,:The lung is a common site of infection in patients
"Histoplasma_capsulatum_11602023:Histoplasma capsulatum
",1,1
"Histoplasma_capsulatum_11694904:Histoplasma capsulatum
",1,A
"Histoplasma_capsulatum_11695094:Histoplasma capsulatum
",none,:
"Histoplasma_capsulatum_11780341:Histoplasma capsulatum
",>100,138
"Histoplasma_capsulatum_13339824:Histoplasma capsulatum
",none,:
"Histoplasma_capsulatum_14525547:Histoplasma capsulatum
",1,an
"Histoplasma_capsulatum_14663287:Histoplasma capsulatum
",10-100,79
"Histoplasma_capsulatum_15569333:Histoplasma capsulatum
",10-100,13
"Histoplasma_capsulatum_1556966:Histoplasma capsulatum
",1,a case
"Histoplasma_capsulatum_16145175:Histoplasma capsulatum
",1,a case
"Histoplasma_capsulatum_16331860:Histoplasma capsulatum
",10-100,31
"Histoplasma_capsulatum_16440543:Histoplasma capsulatum
",1,a
"Histoplasma_capsulatum_16548287:Histoplasma capsulatum
",10-100,31
"Histoplasma_capsulatum_17152648:Histoplasma capsulatum
",1,A
"Histoplasma_capsulatum_17278049:Histoplasma capsulatum
",10-100,11
"Histoplasma_capsulatum_17998368:Histoplasma capsulatum
",1,a
"Histoplasma_capsulatum_18574291:Histoplasma capsulatum
",1-10,two
"Histoplasma_capsulatum_1881420:Histoplasma capsulatum
",1,A
"Histoplasma_capsulatum_19294867:Histoplasma capsulatum
",none,:The importance of fungal infection of the lung in immunocompromised patients
"Histoplasma_capsulatum_19645867:Histoplasma capsulatum
",none,significant mortality.
"Histoplasma_capsulatum_20410844:Histoplasma capsulatum
",1,a
"Histoplasma_capsulatum_20414100:Histoplasma capsulatum
",10-100,20 cases
"Histoplasma_capsulatum_21601471:Histoplasma capsulatum
",>100,296
"Histoplasma_capsulatum_21810734:Histoplasma capsulatum
",>100,218
"Histoplasma_capsulatum_22121356:Histoplasma capsulatum
",none,:
"Histoplasma_capsulatum_22840384:Histoplasma capsulatum
",1,One case
"Histoplasma_capsulatum_23203645:Histoplasma capsulatum
",none,these patients
"Histoplasma_capsulatum_23393000:Histoplasma capsulatum
",1,A
"Histoplasma_capsulatum_23664715:Histoplasma capsulatum
",none,:
"Histoplasma_capsulatum_23956402:Histoplasma capsulatum
",1,A
"Histoplasma_capsulatum_24499506:Histoplasma capsulatum
",1,a
"Histoplasma_capsulatum_24760069:Histoplasma capsulatum
",1,a
"Histoplasma_capsulatum_2476103:Histoplasma capsulatum
",10-100,59
"Histoplasma_capsulatum_24856525:Histoplasma capsulatum
",none,:Urinary antigen testing has grown in popularity for several
"Histoplasma_capsulatum_25351289:Histoplasma capsulatum
",>100,226
"Histoplasma_capsulatum_25802128:Histoplasma capsulatum
",1,A
"Histoplasma_capsulatum_26398539:Histoplasma capsulatum
",none,:
"Histoplasma_capsulatum_26449511:Histoplasma capsulatum
",1-10,Three cases
"Histoplasma_capsulatum_26744657:Histoplasma capsulatum
",1-10,three cases
"Histoplasma_capsulatum_26896884:Histoplasma capsulatum
",1,A
"Histoplasma_capsulatum_26897068:Histoplasma capsulatum
",none,patients
"Histoplasma_capsulatum_26974302:Histoplasma capsulatum
",none,:
"Histoplasma_capsulatum_27330956:Histoplasma capsulatum
",1,a case
"Histoplasma_capsulatum_27927829:Histoplasma capsulatum
",1,A
"Histoplasma_capsulatum_27997332:Histoplasma capsulatum
",none,:
"Histoplasma_capsulatum_28070050:Histoplasma capsulatum
",10-100,12 cases
"Histoplasma_capsulatum_28161740:Histoplasma capsulatum
",10-100,43
"Histoplasma_capsulatum_2836878:Histoplasma capsulatum
",none,:
"Histoplasma_capsulatum_28384860:Histoplasma capsulatum
",10-100,71
"Histoplasma_capsulatum_28684133:Histoplasma capsulatum
",none,some cases
"Histoplasma_capsulatum_28797489:Histoplasma capsulatum
",none,:
"Histoplasma_capsulatum_29374650:Histoplasma capsulatum
",1,A
"Histoplasma_capsulatum_29519625:Histoplasma capsulatum
",1,a first case of disseminated histoplasmosis in a
"Histoplasma_capsulatum_29744231:Histoplasma capsulatum
",1,A
"Histoplasma_capsulatum_2986505:Histoplasma capsulatum
",>100,171
"Histoplasma_capsulatum_29912691:Histoplasma capsulatum
",>100,"1,392"
"Histoplasma_capsulatum_29942759:Histoplasma capsulatum
",1,A
"Histoplasma_capsulatum_30114999:Histoplasma capsulatum
",1,A
"Histoplasma_capsulatum_30584503:Histoplasma capsulatum
",1,a
"Histoplasma_capsulatum_30898964:Histoplasma capsulatum
",1-10,three
"Histoplasma_capsulatum_31207386:Histoplasma capsulatum
",>100,289
"Histoplasma_capsulatum_31316875:Histoplasma capsulatum
",1,a
"Histoplasma_capsulatum_31344869:Histoplasma capsulatum
",10-100,up to 10% of cases
"Histoplasma_capsulatum_31378198:Histoplasma capsulatum
",1,a
"Histoplasma_capsulatum_31414001:Histoplasma capsulatum
",10-100,83
"Histoplasma_capsulatum_31955178:Histoplasma capsulatum
",1,A
"Histoplasma_capsulatum_32000281:Histoplasma capsulatum
",none,:
"Histoplasma_capsulatum_320285:Histoplasma capsulatum
",1,a
"Histoplasma_capsulatum_32099699:Histoplasma capsulatum
",1,a
"Histoplasma_capsulatum_32340747:Histoplasma capsulatum
",1-10,5
"Histoplasma_capsulatum_32629490:Histoplasma capsulatum
",1,A
"Histoplasma_capsulatum_32928557:Histoplasma capsulatum
",1-10,6
"Histoplasma_capsulatum_3317978:Histoplasma capsulatum
",1,a
"Histoplasma_capsulatum_33718797:Histoplasma capsulatum
",1,3 Case
"Histoplasma_capsulatum_33775537:Histoplasma capsulatum
",>100,213
"Histoplasma_capsulatum_33819269:Histoplasma capsulatum
",10-100,61
"Histoplasma_capsulatum_33925084:Histoplasma capsulatum
",1-10,two cases
"Histoplasma_capsulatum_34036653:Histoplasma capsulatum
",none,.
"Histoplasma_capsulatum_34037087:Histoplasma capsulatum
",1,a case
"Histoplasma_capsulatum_34055523:Histoplasma capsulatum
",1,A
"Histoplasma_capsulatum_34068825:Histoplasma capsulatum
",1,a review
"Histoplasma_capsulatum_34098976:Histoplasma capsulatum
",1-10,9 patients
"Histoplasma_capsulatum_34139578:Histoplasma capsulatum
",none,recipients
"Histoplasma_capsulatum_34153725:Histoplasma capsulatum
",1,A
"Histoplasma_capsulatum_34175216:Histoplasma capsulatum
",1,an
"Histoplasma_capsulatum_34199970:Histoplasma capsulatum
",10-100,83
"Histoplasma_capsulatum_34236777:Histoplasma capsulatum
",1,Case
"Histoplasma_capsulatum_34239744:Histoplasma capsulatum
",1,A
"Histoplasma_capsulatum_34251468:Histoplasma capsulatum
",1,A
"Histoplasma_capsulatum_34277293:Histoplasma capsulatum
",1,an
"Histoplasma_capsulatum_34356955:Histoplasma capsulatum
",10-100,17
"Histoplasma_capsulatum_34401330:Histoplasma capsulatum
",1,case
"Histoplasma_capsulatum_34422265:Histoplasma capsulatum
",none,:
"Histoplasma_capsulatum_34474909:Histoplasma capsulatum
",1-10,Eight
"Histoplasma_capsulatum_34513158:Histoplasma capsulatum
",1,a
"Histoplasma_capsulatum_34549067:Histoplasma capsulatum
",1,a
"Histoplasma_capsulatum_34557565:Histoplasma capsulatum
",10-100,66
"Histoplasma_capsulatum_34747375:Histoplasma capsulatum
",1,an
"Histoplasma_capsulatum_34874582:Histoplasma capsulatum
",10-100,76
"Histoplasma_capsulatum_350045:Histoplasma capsulatum
",10-100,58
"Histoplasma_capsulatum_416862:Histoplasma capsulatum
",10-100,20
"Histoplasma_capsulatum_4397883:Histoplasma capsulatum
",none,:
"Histoplasma_capsulatum_6252645:Histoplasma capsulatum
",none,:
"Histoplasma_capsulatum_6974996:Histoplasma capsulatum
",10-100,92 patients
"Histoplasma_capsulatum_7985710:Histoplasma capsulatum
",>100,894
"Histoplasma_capsulatum_7991523:Histoplasma capsulatum
",>100,100
"Histoplasma_capsulatum_8020389:Histoplasma capsulatum
",1,A
"Histoplasma_capsulatum_8093636:Histoplasma capsulatum
",1-10,four
"Histoplasma_capsulatum_9276396:Histoplasma capsulatum
",1,a patient
"Histoplasma_capsulatum_9298723:Histoplasma capsulatum
",none,:
"Histoplasma_capsulatum_9446191:Histoplasma capsulatum
",none,:
"Histoplasma_capsulatum_9676066:Histoplasma capsulatum
",1,a case
"Histoplasma_capsulatum_9894949:Histoplasma capsulatum
",none,patients
"Histoplasma_duboisii_1439098:Histoplasma duboisii
",1,a case
"Histoplasma_duboisii_17334730:Histoplasma duboisii
",1,a
"Histoplasma_duboisii_1995931:Histoplasma duboisii
",>100,226
"Histoplasma_duboisii_21843324:Histoplasma duboisii
",1,A
"Histoplasma_duboisii_2201107:Histoplasma duboisii
",none,:
"Histoplasma_duboisii_22707773:Histoplasma duboisii
",1,A
"Histoplasma_duboisii_25155354:Histoplasma duboisii
",1,an imported case of Histoplasma capsulatum var. duboisii (H. duboisii) infection in a
"Histoplasma_duboisii_25246691:Histoplasma duboisii
",1,a case
"Histoplasma_duboisii_25514986:Histoplasma duboisii
",1,an
"Histoplasma_duboisii_26347828:Histoplasma duboisii
",1,a
"Histoplasma_duboisii_27329388:Histoplasma duboisii
",1,a case
"Histoplasma_duboisii_28626627:Histoplasma duboisii
",1,a case
"Hormographiella_12058736:Hormographiella
",1,a
"Hormographiella_15947435:Hormographiella
",1,A case
"Hormographiella_20491830:Hormographiella
",1-10,three
"Hormographiella_21068290:Hormographiella
",1-10,2
"Hormographiella_23672484:Hormographiella
",1,a leukaemic patient: case
"Hormographiella_26512308:Hormographiella
",none,More cases
"Hormographiella_27237466:Hormographiella
",1,A
"Hormographiella_28144821:Hormographiella
",1,a case
"Hormographiella_31065690:Hormographiella
",none,This
"Hormographiella_32880829:Hormographiella
",1,a case
"Hormographiella_33308180:Hormographiella
",1-10,three cases
"Hormographiella_9316933:Hormographiella
",1,A
"Hormographiella_aspergillata_15947435:Hormographiella aspergillata
",1,A case
"Hormographiella_aspergillata_21068290:Hormographiella aspergillata
",1-10,2
"Hormographiella_aspergillata_27237466:Hormographiella aspergillata
",1,A
"Hormographiella_aspergillata_28144821:Hormographiella aspergillata
",1,a case
"Hormographiella_aspergillata_31065690:Hormographiella aspergillata
",1,a
"Hormographiella_aspergillata_32880829:Hormographiella aspergillata
",1,a case
"Hormographiella_aspergillata_33308180:Hormographiella aspergillata
",1-10,three cases
"Hortaea_werneckii_12353348:Hortaea werneckii
",1-10,three
"Hortaea_werneckii_1396889:Hortaea werneckii
",1,a
"Hortaea_werneckii_18051797:Hortaea werneckii
",1,A
"Hortaea_werneckii_21083708:Hortaea werneckii
",1,an
"Hortaea_werneckii_23734832:Hortaea werneckii
",1,A
"Hortaea_werneckii_24767462:Hortaea werneckii
",1,A
"Hortaea_werneckii_26075119:Hortaea werneckii
",1,a case
"Hortaea_werneckii_26329376:Hortaea werneckii
",1,a case
"Hortaea_werneckii_28062320:Hortaea werneckii
",10-100,51
"Hortaea_werneckii_29094263:Hortaea werneckii
",1-10,two cases
"Hortaea_werneckii_31959463:Hortaea werneckii
",1,A case
"Hortaea_werneckii_32030418:Hortaea werneckii
",>100,1312
"Hortaea_werneckii_34084534:Hortaea werneckii
",1,a case
"Hortaea_werneckii_34621853:Hortaea werneckii
",none,:
"Hortaea_werneckii_6153661:Hortaea werneckii
",1-10,Two
"Hortaea_werneckii_8452960:Hortaea werneckii
",none,:
"Inonotus_tropicalis_34598109:Inonotus tropicalis
",1,First case
"Irpex_lacteus_25202126:Irpex lacteus
",>100,218
"Issatchenkia_orientalis_32885525:Issatchenkia orientalis
",1-10,Five
"Kodamaea_ohmeri_27495321:Kodamaea ohmeri
",10-100,Fourteen
"Kodamaea_ohmeri_31262263:Kodamaea ohmeri
",1,A
"Lacazia_loboi_28188605:Lacazia loboi
",1,A
"Lagenidium_giganteum_14529129:Lagenidium giganteum
",1-10,6
"Lasiodiplodia_theobromae_18003802:Lasiodiplodia theobromae
",1,a case
"Lewia_infectoria_11326020:Lewia infectoria
",1,a case
"Lewia_infectoria_22897073:Lewia infectoria
",1,a
"Lewia_infectoria_27866319:Lewia infectoria
",1,a case
"Lichtheimia_corymbifera_21761152:Lichtheimia corymbifera
",1,a case
"Lichtheimia_corymbifera_22477566:Lichtheimia corymbifera
",10-100,64
"Lichtheimia_corymbifera_23307250:Lichtheimia corymbifera
",1,a
"Lichtheimia_corymbifera_23904418:Lichtheimia corymbifera
",1,a case
"Lichtheimia_corymbifera_24850354:Lichtheimia corymbifera
",10-100,86
"Lichtheimia_corymbifera_25187314:Lichtheimia corymbifera
",10-100,36
"Lichtheimia_corymbifera_28197828:Lichtheimia corymbifera
",1,a
"Lichtheimia_corymbifera_30338581:Lichtheimia corymbifera
",10-100,Fifteen cases
"Lichtheimia_corymbifera_32388712:Lichtheimia corymbifera
",1,first case
"Lichtheimia_corymbifera_33194153:Lichtheimia corymbifera
",1,a case
"Lichtheimia_corymbifera_33253454:Lichtheimia corymbifera
",>100,214 cases
"Lichtheimia_ornata_32388712:Lichtheimia ornata
",1,first case
"Lichtheimia_ramosa_24103142:Lichtheimia ramosa
",1,A
"Lichtheimia_ramosa_24925144:Lichtheimia ramosa
",1,a fatal case of pulmonary mucormycosis due to Lichtheimia ramosa in a
"Lichtheimia_ramosa_25250768:Lichtheimia ramosa
",10-100,71
"Lichtheimia_ramosa_25587084:Lichtheimia ramosa
",10-100,38
"Lichtheimia_ramosa_26645867:Lichtheimia ramosa
",1,An
"Lichtheimia_ramosa_27445521:Lichtheimia ramosa
",1,"a fatal case of mucormycosis, affecting a"
"Lichtheimia_ramosa_29526942:Lichtheimia ramosa
",1,A
"Lichtheimia_ramosa_29642408:Lichtheimia ramosa
",10-100,82
"Lichtheimia_ramosa_30879588:Lichtheimia ramosa
",1,a rare case
"Lindnera_jadinii_32164551:Lindnera jadinii
",1,a
"Lindnera_jadinii_32327459:Lindnera jadinii
",1,An
"Lindnera_jadinii_32482366:Lindnera jadinii
",none,:
"Lindnera_jadinii_32535876:Lindnera jadinii
",1,a
"Lindnera_jadinii_32603803:Lindnera jadinii
",>100,836
"Lindnera_jadinii_32648836:Lindnera jadinii
",>100,685
"Lindnera_jadinii_32737747:Lindnera jadinii
",1,A
"Lindnera_jadinii_32807241:Lindnera jadinii
",1-10,8
"Lindnera_jadinii_32909234:Lindnera jadinii
",1,A
"Lindnera_jadinii_33041191:Lindnera jadinii
",10-100,:Critically ill COVID-19 patients
"Lindnera_jadinii_33081928:Lindnera jadinii
",none,:
"Lindnera_jadinii_33156298:Lindnera jadinii
",none,:
"Lindnera_jadinii_33156525:Lindnera jadinii
",>100,109
"Lindnera_jadinii_33316056:Lindnera jadinii
",1-10,three
"Lindnera_jadinii_33451316:Lindnera jadinii
",1-10,two
"Lindnera_jadinii_33615809:Lindnera jadinii
",1-10,Three
"Lindnera_jadinii_33727474:Lindnera jadinii
",1,A
"Lindnera_jadinii_33746045:Lindnera jadinii
",none,this
"Lindnera_jadinii_33761696:Lindnera jadinii
",1,A
"Lindnera_jadinii_33847304:Lindnera jadinii
",1,a
"Lindnera_jadinii_33889656:Lindnera jadinii
",1-10,2
"Lindnera_jadinii_33904683:Lindnera jadinii
",1,a
"Lindnera_jadinii_33912342:Lindnera jadinii
",1,Case
"Lindnera_jadinii_33923992:Lindnera jadinii
",1,A
"Lindnera_jadinii_33940134:Lindnera jadinii
",>100,142
"Lindnera_jadinii_33950572:Lindnera jadinii
",10-100,34
"Lindnera_jadinii_33984080:Lindnera jadinii
",1,a case
"Lindnera_jadinii_34011126:Lindnera jadinii
",>100,547
"Lindnera_jadinii_34036149:Lindnera jadinii
",none,patients
"Lindnera_jadinii_34076373:Lindnera jadinii
",>100,889
"Lindnera_jadinii_34092858:Lindnera jadinii
",>100,124
"Lindnera_jadinii_34136573:Lindnera jadinii
",10-100,70
"Lindnera_jadinii_34136819:Lindnera jadinii
",1-10,two
"Lindnera_jadinii_34146056:Lindnera jadinii
",1-10,five cases
"Lindnera_jadinii_34150344:Lindnera jadinii
",1,a
"Lindnera_jadinii_34159054:Lindnera jadinii
",1,A
"Lindnera_jadinii_34186378:Lindnera jadinii
",1,A
"Lindnera_jadinii_34218811:Lindnera jadinii
",1-10,6
"Lindnera_jadinii_34242877:Lindnera jadinii
",1,a
"Lindnera_jadinii_34342488:Lindnera jadinii
",10-100,40
"Lindnera_jadinii_34356931:Lindnera jadinii
",10-100,19
"Lindnera_jadinii_34368903:Lindnera jadinii
",1,a
"Lindnera_jadinii_34379989:Lindnera jadinii
",10-100,a retrospective cohort of severe and critical COVID-19 patients
"Lindnera_jadinii_34381791:Lindnera jadinii
",10-100,17
"Lindnera_jadinii_34400428:Lindnera jadinii
",1,A
"Lindnera_jadinii_34416810:Lindnera jadinii
",1,a
"Lindnera_jadinii_34418979:Lindnera jadinii
",1,case
"Lindnera_jadinii_34420902:Lindnera jadinii
",>100,197
"Lindnera_jadinii_34428666:Lindnera jadinii
",10-100,90
"Lindnera_jadinii_34440989:Lindnera jadinii
",none,:The use of probiotics in critically ill adult and children patients
"Lindnera_jadinii_34458394:Lindnera jadinii
",>100,101
"Lindnera_jadinii_34464944:Lindnera jadinii
",>100,118
"Lindnera_jadinii_34479880:Lindnera jadinii
",1,A
"Lindnera_jadinii_34526417:Lindnera jadinii
",1,a
"Lindnera_jadinii_34540870:Lindnera jadinii
",10-100,55
"Lindnera_jadinii_34555702:Lindnera jadinii
",1,a
"Lindnera_jadinii_34589223:Lindnera jadinii
",1,A
"Lindnera_jadinii_34596932:Lindnera jadinii
",>100,191
"Lindnera_jadinii_34666664:Lindnera jadinii
",1,A
"Lindnera_jadinii_34668768:Lindnera jadinii
",1-10,"154 episodes of CAPA, 81 of CA-fungemia, 17 of CA-PCP, and 5 of other mold infections from 244"
"Lindnera_jadinii_34698346:Lindnera jadinii
",1-10,3
"Lindnera_jadinii_34745396:Lindnera jadinii
",10-100,Forty-eight
"Lindnera_jadinii_34778284:Lindnera jadinii
",>100,226
"Lindnera_jadinii_34839862:Lindnera jadinii
",10-100,24
"Lindnera_jadinii_34853695:Lindnera jadinii
",1,a case
"Lindnera_jadinii_34967167:Lindnera jadinii
",10-100,75
"Lindnera_jadinii_34969112:Lindnera jadinii
",none,antifungal
"Lindnera_jadinii_34972773:Lindnera jadinii
",1,a
"Lindnera_jadinii_34992473:Lindnera jadinii
",1,A
"Lindnera_jadinii_34992845:Lindnera jadinii
",1,:Lung transplant is a potential life-saving procedure for chronic lung diseases. Lung transplant recipients (LTR
"Madurella_grisea_988459:Madurella grisea
",1-10,3 cases
"Madurella_mycetomatis_33764976:Madurella mycetomatis
",1,a case
"Magnusiomyces_capitatus_27495321:Magnusiomyces capitatus
",10-100,Fourteen
"Magnusiomyces_capitatus_28409093:Magnusiomyces capitatus
",1,First case
"Magnusiomyces_capitatus_29207709:Magnusiomyces capitatus
",1-10,six
"Magnusiomyces_capitatus_34416850:Magnusiomyces capitatus
",1,a
"Malassezia_furfur_18293259:Malassezia furfur
",10-100,29
"Malassezia_furfur_31758176:Malassezia furfur
",1-10,three patients
"Malassezia_furfur_34947039:Malassezia furfur
",1-10,two cases
"Malassezia_restricta_34947039:Malassezia restricta
",1-10,two cases
"Malassezia_sympodialis_24863142:Malassezia sympodialis
",1,A case
"Meyerozyma_caribbica_30681747:Meyerozyma caribbica
",10-100,42
"Microascus_14986165:Microascus
",1,a
"Microascus_17039277:Microascus
",1,A
"Microascus_17964623:Microascus
",1,a case
"Microascus_19672782:Microascus
",10-100,39
"Microascus_21543579:Microascus
",1,a
"Microascus_26075134:Microascus
",1,a
"Microascus_29120502:Microascus
",1,a
"Microascus_31166635:Microascus
",1-10,three cases
"Microascus_31329937:Microascus
",10-100,70 cases
"Microascus_33042775:Microascus
",1,a
"Microascus_34386343:Microascus
",1,a case
"Microascus_7751387:Microascus
",1,a
"Microascus_cinereus_24025910:Microascus cinereus
",1-10,nine
"Microascus_cinereus_3808006:Microascus cinereus
",none,.
"Microascus_cirrosus_17039277:Microascus cirrosus
",1,A
"Microascus_cirrosus_21543579:Microascus cirrosus
",1,a
"Microascus_cirrosus_24025910:Microascus cirrosus
",1-10,nine
"Microascus_cirrosus_29120502:Microascus cirrosus
",1,a
"Microascus_cirrosus_34386343:Microascus cirrosus
",1,a case
"Microascus_cirrosus_7751387:Microascus cirrosus
",1,a
"Microascus_trigonosporus_14986165:Microascus trigonosporus
",1,a
"Microascus_trigonosporus_26075134:Microascus trigonosporus
",1,a
"Microsporidium_18590666:Microsporidium
",none,":Fever, diarrhoea and neurological symptoms are relatively common in immigrants, as well as in HIV-infected patients"
"Microsporidium_21063982:Microsporidium
",1,A
"Microsporidium_7605295:Microsporidium
",10-100,41
"Mucor_10571806:Mucor
",10-100,34
"Mucor_114435:Mucor
",none,:The author
"Mucor_12913805:Mucor
",1,a
"Mucor_1865594:Mucor
",10-100,32
"Mucor_20461433:Mucor
",1,A
"Mucor_20803983:Mucor
",1,A
"Mucor_21743222:Mucor
",10-100,16
"Mucor_2188321:Mucor
",1,:Fungal pneumonia is an infrequent but devastating complication of solid organ
"Mucor_23964036:Mucor
",1,a
"Mucor_24289813:Mucor
",1,a
"Mucor_24996716:Mucor
",1,A
"Mucor_26464771:Mucor
",>100,120
"Mucor_2671197:Mucor
",1,A
"Mucor_29259862:Mucor
",1,A
"Mucor_31770250:Mucor
",1,An
"Mucor_31847684:Mucor
",1,a
"Mucor_32578998:Mucor
",1,a
"Mucor_34144835:Mucor
",none,open
"Mucor_34262833:Mucor
",1,a
"Mucor_34420902:Mucor
",>100,197
"Mucor_34522421:Mucor
",1-10,two similar cases
"Mucor_34754927:Mucor
",1,a
"Mucor_34759224:Mucor
",1,a case
"Mucor_34881195:Mucor
",10-100,59
"Mucor_34986644:Mucor
",1,A Case
"Mucor_3774682:Mucor
",1,A
"Mucor_7835242:Mucor
",1,A
"Mucor_7884765:Mucor
",>100,102
"Mucor_8275045:Mucor
",1,a
"Mucor_8841104:Mucor
",1,a
"Mucor_circinelloides_34986644:Mucor circinelloides
",1,A Case
"Mucor_indicus_19386856:Mucor indicus
",>100,190
"Mucor_indicus_28698667:Mucor indicus
",1,a
"Mucor_indicus_31770250:Mucor indicus
",1,An
"Mucor_irregularis_23243187:Mucor irregularis
",1,a case
"Mucor_irregularis_29642408:Mucor irregularis
",10-100,82
"Mucor_irregularis_33147877:Mucor irregularis
",none,.
"Mycocladus_corymbifer_19386856:Mycocladus corymbifer
",>100,190
"Mycocladus_corymbifer_19681829:Mycocladus corymbifer
",10-100,Fifty-eight
"Mycocladus_corymbifer_20008047:Mycocladus corymbifer
",10-100,Forty
"Mycocladus_corymbifer_21761152:Mycocladus corymbifer
",1,a case
"Mycocladus_corymbifer_23307250:Mycocladus corymbifer
",1,a
