,num,num_origin
"Streptococcus_pneumoniae_31657962:Streptococcus pneumoniae
",none,:
"Streptococcus_pneumoniae_31725548:Streptococcus pneumoniae
",1,a novel case of a
"Streptococcus_pneumoniae_31735502:Streptococcus pneumoniae
",>100,584
"Streptococcus_pneumoniae_31761885:Streptococcus pneumoniae
",>100,446
"Streptococcus_pneumoniae_31815835:Streptococcus pneumoniae
",>100,127
"Streptococcus_pneumoniae_31822326:Streptococcus pneumoniae
",10-100,31
"Streptococcus_pneumoniae_31843863:Streptococcus pneumoniae
",1-10,Five
"Streptococcus_pneumoniae_31848233:Streptococcus pneumoniae
",>100,4438 cases
"Streptococcus_pneumoniae_31982627:Streptococcus pneumoniae
",>100,109
"Streptococcus_pneumoniae_32046817:Streptococcus pneumoniae
",>100,"2,615"
"Streptococcus_pneumoniae_32053640:Streptococcus pneumoniae
",10-100,46
"Streptococcus_pneumoniae_32059033:Streptococcus pneumoniae
",1-10,Three hundred
"Streptococcus_pneumoniae_32114496:Streptococcus pneumoniae
",1,A
"Streptococcus_pneumoniae_32143599:Streptococcus pneumoniae
",>100,593
"Streptococcus_pneumoniae_32159507:Streptococcus pneumoniae
",10-100,86
"Streptococcus_pneumoniae_32186784:Streptococcus pneumoniae
",1,a patient
"Streptococcus_pneumoniae_32209166:Streptococcus pneumoniae
",10-100,37
"Streptococcus_pneumoniae_32273175:Streptococcus pneumoniae
",>100,146
"Streptococcus_pneumoniae_32281523:Streptococcus pneumoniae
",1,A
"Streptococcus_pneumoniae_32283281:Streptococcus pneumoniae
",>100,189
"Streptococcus_pneumoniae_32299523:Streptococcus pneumoniae
",none,:
"Streptococcus_pneumoniae_32340078:Streptococcus pneumoniae
",>100,238
"Streptococcus_pneumoniae_32348330:Streptococcus pneumoniae
",>100,224
"Streptococcus_pneumoniae_32358404:Streptococcus pneumoniae
",>100,358
"Streptococcus_pneumoniae_32375967:Streptococcus pneumoniae
",1,A
"Streptococcus_pneumoniae_32408156:Streptococcus pneumoniae
",>100,257
"Streptococcus_pneumoniae_32429734:Streptococcus pneumoniae
",10-100,75
"Streptococcus_pneumoniae_32470271:Streptococcus pneumoniae
",1,a
"Streptococcus_pneumoniae_32482366:Streptococcus pneumoniae
",none,:Co-infection has been reported in patients
"Streptococcus_pneumoniae_32497137:Streptococcus pneumoniae
",10-100,32
"Streptococcus_pneumoniae_32529912:Streptococcus pneumoniae
",1,one
"Streptococcus_pneumoniae_32530357:Streptococcus pneumoniae
",>100,167
"Streptococcus_pneumoniae_32534876:Streptococcus pneumoniae
",1,a
"Streptococcus_pneumoniae_32552987:Streptococcus pneumoniae
",1,one
"Streptococcus_pneumoniae_32564347:Streptococcus pneumoniae
",none,:
"Streptococcus_pneumoniae_32564431:Streptococcus pneumoniae
",1,A case
"Streptococcus_pneumoniae_32584852:Streptococcus pneumoniae
",>100,216
"Streptococcus_pneumoniae_32602267:Streptococcus pneumoniae
",1,an
"Streptococcus_pneumoniae_32606812:Streptococcus pneumoniae
",>100,149
"Streptococcus_pneumoniae_32623656:Streptococcus pneumoniae
",1,A
"Streptococcus_pneumoniae_32629492:Streptococcus pneumoniae
",none,.
"Streptococcus_pneumoniae_32631331:Streptococcus pneumoniae
",>100,108
"Streptococcus_pneumoniae_32687792:Streptococcus pneumoniae
",10-100,84
"Streptococcus_pneumoniae_32693555:Streptococcus pneumoniae
",>100,258
"Streptococcus_pneumoniae_32710751:Streptococcus pneumoniae
",>100,622
"Streptococcus_pneumoniae_32747171:Streptococcus pneumoniae
",>100,202
"Streptococcus_pneumoniae_32750264:Streptococcus pneumoniae
",1-10,seven
"Streptococcus_pneumoniae_32759429:Streptococcus pneumoniae
",10-100,95
"Streptococcus_pneumoniae_32764999:Streptococcus pneumoniae
",1,A
"Streptococcus_pneumoniae_32787857:Streptococcus pneumoniae
",>100,103
"Streptococcus_pneumoniae_32790696:Streptococcus pneumoniae
",>100,1019
"Streptococcus_pneumoniae_32802454:Streptococcus pneumoniae
",none,:
"Streptococcus_pneumoniae_32804461:Streptococcus pneumoniae
",10-100,Ninety cases
"Streptococcus_pneumoniae_32805298:Streptococcus pneumoniae
",none,:
"Streptococcus_pneumoniae_32817720:Streptococcus pneumoniae
",>100,855
"Streptococcus_pneumoniae_32831089:Streptococcus pneumoniae
",1,a
"Streptococcus_pneumoniae_32867740:Streptococcus pneumoniae
",1,a retrospective
"Streptococcus_pneumoniae_32894364:Streptococcus pneumoniae
",10-100,92
"Streptococcus_pneumoniae_32904447:Streptococcus pneumoniae
",>100,475
"Streptococcus_pneumoniae_32919073:Streptococcus pneumoniae
",1-10,7
"Streptococcus_pneumoniae_32942817:Streptococcus pneumoniae
",>100,1935 episodes of BSIs in the 1478
"Streptococcus_pneumoniae_32942819:Streptococcus pneumoniae
",>100,427
"Streptococcus_pneumoniae_32944333:Streptococcus pneumoniae
",>100,280
"Streptococcus_pneumoniae_32963653:Streptococcus pneumoniae
",>100,113
"Streptococcus_pneumoniae_32966144:Streptococcus pneumoniae
",none,(
"Streptococcus_pneumoniae_32968689:Streptococcus pneumoniae
",>100,120
"Streptococcus_pneumoniae_32981783:Streptococcus pneumoniae
",>100,450
"Streptococcus_pneumoniae_32982383:Streptococcus pneumoniae
",none,:
"Streptococcus_pneumoniae_32983693:Streptococcus pneumoniae
",1,only case
"Streptococcus_pneumoniae_32998844:Streptococcus pneumoniae
",>100,263
"Streptococcus_pneumoniae_33006878:Streptococcus pneumoniae
",>100,274
"Streptococcus_pneumoniae_33014484:Streptococcus pneumoniae
",1-10,2
"Streptococcus_pneumoniae_33024653:Streptococcus pneumoniae
",1,a
"Streptococcus_pneumoniae_33028262:Streptococcus pneumoniae
",>100,159
"Streptococcus_pneumoniae_33045476:Streptococcus pneumoniae
",10-100,97
"Streptococcus_pneumoniae_33053180:Streptococcus pneumoniae
",none,adult
"Streptococcus_pneumoniae_33071038:Streptococcus pneumoniae
",1,a
"Streptococcus_pneumoniae_33075098:Streptococcus pneumoniae
",>100,"2,388"
"Streptococcus_pneumoniae_33086855:Streptococcus pneumoniae
",1-10,five
"Streptococcus_pneumoniae_33094037:Streptococcus pneumoniae
",1,an
"Streptococcus_pneumoniae_33109242:Streptococcus pneumoniae
",>100,205
"Streptococcus_pneumoniae_33110587:Streptococcus pneumoniae
",>100,433
"Streptococcus_pneumoniae_33119683:Streptococcus pneumoniae
",>100,375
"Streptococcus_pneumoniae_33124669:Streptococcus pneumoniae
",>100,232
"Streptococcus_pneumoniae_33131931:Streptococcus pneumoniae
",10-100,35
"Streptococcus_pneumoniae_33132431:Streptococcus pneumoniae
",>100,142
"Streptococcus_pneumoniae_33138045:Streptococcus pneumoniae
",>100,575
"Streptococcus_pneumoniae_33143954:Streptococcus pneumoniae
",>100,940
"Streptococcus_pneumoniae_33144192:Streptococcus pneumoniae
",1,1
"Streptococcus_pneumoniae_33150516:Streptococcus pneumoniae
",>100,388
"Streptococcus_pneumoniae_33154848:Streptococcus pneumoniae
",1,a
"Streptococcus_pneumoniae_33164798:Streptococcus pneumoniae
",>100,107
"Streptococcus_pneumoniae_33164807:Streptococcus pneumoniae
",>100,903
"Streptococcus_pneumoniae_33168569:Streptococcus pneumoniae
",none,group patients
"Streptococcus_pneumoniae_33172398:Streptococcus pneumoniae
",>100,134
"Streptococcus_pneumoniae_33176175:Streptococcus pneumoniae
",10-100,47
"Streptococcus_pneumoniae_33178872:Streptococcus pneumoniae
",>100,440
"Streptococcus_pneumoniae_33180669:Streptococcus pneumoniae
",>100,389
"Streptococcus_pneumoniae_33187472:Streptococcus pneumoniae
",10-100,32
"Streptococcus_pneumoniae_33188161:Streptococcus pneumoniae
",10-100,11
"Streptococcus_pneumoniae_33207229:Streptococcus pneumoniae
",1-10,two
"Streptococcus_pneumoniae_33231116:Streptococcus pneumoniae
",>100,264
"Streptococcus_pneumoniae_33256629:Streptococcus pneumoniae
",>100,433
"Streptococcus_pneumoniae_33257631:Streptococcus pneumoniae
",10-100,51
"Streptococcus_pneumoniae_33268305:Streptococcus pneumoniae
",none,.
"Streptococcus_pneumoniae_33277340:Streptococcus pneumoniae
",10-100,92
"Streptococcus_pneumoniae_33280331:Streptococcus pneumoniae
",none,"our study was to estimate the peculiarities of antimicrobial agents resistance of S. pneumoniae strains, isolated in aged patients"
"Streptococcus_pneumoniae_33281908:Streptococcus pneumoniae
",none,ABS
"Streptococcus_pseudopneumoniae_16517877:Streptococcus pseudopneumoniae
",10-100,33
"Streptococcus_pseudopneumoniae_19959577:Streptococcus pseudopneumoniae
",10-100,11
"Streptococcus_pseudopneumoniae_22644030:Streptococcus pseudopneumoniae
",>100,140
"Streptococcus_pseudopneumoniae_23287138:Streptococcus pseudopneumoniae
",>100,150
"Streptococcus_pseudopneumoniae_23437306:Streptococcus pseudopneumoniae
",10-100,61
"Streptococcus_pseudopneumoniae_25562990:Streptococcus pseudopneumoniae
",1-10,six
"Streptococcus_pseudopneumoniae_27100044:Streptococcus pseudopneumoniae
",1-10,three cases
"Streptococcus_pseudopneumoniae_31759908:Streptococcus pseudopneumoniae
",10-100,Twenty
"Streptococcus_pyogenes_10228739:Streptococcus pyogenes
",none,:Pyogenic lung infections still occur despite the availability of effective antibiotics for the treatment of patients
"Streptococcus_pyogenes_10341174:Streptococcus pyogenes
",1-10,six
"Streptococcus_pyogenes_10482030:Streptococcus pyogenes
",10-100,17 cases
"Streptococcus_pyogenes_10701045:Streptococcus pyogenes
",1,a case
"Streptococcus_pyogenes_11471264:Streptococcus pyogenes
",1,a
"Streptococcus_pyogenes_1149508:Streptococcus pyogenes
",1,A
"Streptococcus_pyogenes_11545551:Streptococcus pyogenes
",1-10,three patients
"Streptococcus_pyogenes_11878155:Streptococcus pyogenes
",>100,213
"Streptococcus_pyogenes_12037120:Streptococcus pyogenes
",1,a case
"Streptococcus_pyogenes_12476628:Streptococcus pyogenes
",1,a
"Streptococcus_pyogenes_12588207:Streptococcus pyogenes
",>100,222
"Streptococcus_pyogenes_12636445:Streptococcus pyogenes
",>100,2002
"Streptococcus_pyogenes_12645840:Streptococcus pyogenes
",>100,163
"Streptococcus_pyogenes_12799505:Streptococcus pyogenes
",10-100,31
"Streptococcus_pyogenes_12837907:Streptococcus pyogenes
",1,a
"Streptococcus_pyogenes_12870387:Streptococcus pyogenes
",1-10,Two cases
"Streptococcus_pyogenes_1450505:Streptococcus pyogenes
",1,A
"Streptococcus_pyogenes_14572389:Streptococcus pyogenes
",none,:
"Streptococcus_pyogenes_15705326:Streptococcus pyogenes
",>100,306
"Streptococcus_pyogenes_15712072:Streptococcus pyogenes
",>100,162
"Streptococcus_pyogenes_15915241:Streptococcus pyogenes
",none,:
"Streptococcus_pyogenes_15939147:Streptococcus pyogenes
",1,a case
"Streptococcus_pyogenes_16097383:Streptococcus pyogenes
",1,A
"Streptococcus_pyogenes_16358434:Streptococcus pyogenes
",none,:
"Streptococcus_pyogenes_1636935:Streptococcus pyogenes
",1-10,eight
"Streptococcus_pyogenes_16498288:Streptococcus pyogenes
",1-10,four cases
"Streptococcus_pyogenes_16539915:Streptococcus pyogenes
",>100,130
"Streptococcus_pyogenes_16600561:Streptococcus pyogenes
",none,:
"Streptococcus_pyogenes_17048427:Streptococcus pyogenes
",>100,292
"Streptococcus_pyogenes_17072122:Streptococcus pyogenes
",>100,103
"Streptococcus_pyogenes_1709390:Streptococcus pyogenes
",10-100,12
"Streptococcus_pyogenes_17166982:Streptococcus pyogenes
",10-100,62
"Streptococcus_pyogenes_17230390:Streptococcus pyogenes
",1-10,Six
"Streptococcus_pyogenes_17325468:Streptococcus pyogenes
",1,a
"Streptococcus_pyogenes_17347982:Streptococcus pyogenes
",1,a case
"Streptococcus_pyogenes_18341873:Streptococcus pyogenes
",>100,569
"Streptococcus_pyogenes_18376571:Streptococcus pyogenes
",>100,261
"Streptococcus_pyogenes_18399260:Streptococcus pyogenes
",1,a case
"Streptococcus_pyogenes_18592996:Streptococcus pyogenes
",1,A
"Streptococcus_pyogenes_1889504:Streptococcus pyogenes
",1,An
"Streptococcus_pyogenes_19012876:Streptococcus pyogenes
",1,a case
"Streptococcus_pyogenes_19205115:Streptococcus pyogenes
",none,patient
"Streptococcus_pyogenes_19280072:Streptococcus pyogenes
",>100,118
"Streptococcus_pyogenes_19350174:Streptococcus pyogenes
",1,a
"Streptococcus_pyogenes_19387019:Streptococcus pyogenes
",1,A
"Streptococcus_pyogenes_19401798:Streptococcus pyogenes
",1,a
"Streptococcus_pyogenes_19580415:Streptococcus pyogenes
",1-10,2
"Streptococcus_pyogenes_19719413:Streptococcus pyogenes
",1,a
"Streptococcus_pyogenes_19798021:Streptococcus pyogenes
",10-100,77
"Streptococcus_pyogenes_19938405:Streptococcus pyogenes
",1,a
"Streptococcus_pyogenes_20400251:Streptococcus pyogenes
",none,:
"Streptococcus_pyogenes_20407400:Streptococcus pyogenes
",1,an increase
"Streptococcus_pyogenes_20437005:Streptococcus pyogenes
",10-100,63
"Streptococcus_pyogenes_20616935:Streptococcus pyogenes
",>100,100
"Streptococcus_pyogenes_20979628:Streptococcus pyogenes
",1-10,three
"Streptococcus_pyogenes_21043080:Streptococcus pyogenes
",1,a
"Streptococcus_pyogenes_21491178:Streptococcus pyogenes
",>100,247
"Streptococcus_pyogenes_21883669:Streptococcus pyogenes
",>100,340
"Streptococcus_pyogenes_22041597:Streptococcus pyogenes
",1-10,2 cases
"Streptococcus_pyogenes_2218404:Streptococcus pyogenes
",1,A
"Streptococcus_pyogenes_2219026:Streptococcus pyogenes
",none,:The article
"Streptococcus_pyogenes_2219027:Streptococcus pyogenes
",1,an
"Streptococcus_pyogenes_22307198:Streptococcus pyogenes
",1,A
"Streptococcus_pyogenes_22350403:Streptococcus pyogenes
",10-100,11
"Streptococcus_pyogenes_2243193:Streptococcus pyogenes
",>100,"2,539 patients"
"Streptococcus_pyogenes_22494561:Streptococcus pyogenes
",>100,106
"Streptococcus_pyogenes_22616374:Streptococcus pyogenes
",1-10,two
"Streptococcus_pyogenes_22883249:Streptococcus pyogenes
",1,a
"Streptococcus_pyogenes_23321766:Streptococcus pyogenes
",1,a
"Streptococcus_pyogenes_2335751:Streptococcus pyogenes
",>100,568
"Streptococcus_pyogenes_23703641:Streptococcus pyogenes
",1-10,four patients
"Streptococcus_pyogenes_23720146:Streptococcus pyogenes
",1,A
"Streptococcus_pyogenes_23875594:Streptococcus pyogenes
",1,a case
"Streptococcus_pyogenes_23997782:Streptococcus pyogenes
",1,A
"Streptococcus_pyogenes_24310663:Streptococcus pyogenes
",1,case
"Streptococcus_pyogenes_24340408:Streptococcus pyogenes
",>100,330
"Streptococcus_pyogenes_24406041:Streptococcus pyogenes
",10-100,40
"Streptococcus_pyogenes_24478481:Streptococcus pyogenes
",>100,127
"Streptococcus_pyogenes_24519780:Streptococcus pyogenes
",1,a case
"Streptococcus_pyogenes_24520561:Streptococcus pyogenes
",1-10,3 cases
"Streptococcus_pyogenes_25225144:Streptococcus pyogenes
",1,1
"Streptococcus_pyogenes_25288384:Streptococcus pyogenes
",>100,400
"Streptococcus_pyogenes_25456682:Streptococcus pyogenes
",>100,2 603
"Streptococcus_pyogenes_25456684:Streptococcus pyogenes
",1,an
"Streptococcus_pyogenes_25598264:Streptococcus pyogenes
",>100,300
"Streptococcus_pyogenes_25612944:Streptococcus pyogenes
",1,a
"Streptococcus_pyogenes_25772704:Streptococcus pyogenes
",>100,113
"Streptococcus_pyogenes_25876581:Streptococcus pyogenes
",1,a case
"Streptococcus_pyogenes_26070967:Streptococcus pyogenes
",>100,":A US army-wide measles outbreak in 1917-18 resulted in more than 95,000 cases"
"Streptococcus_pyogenes_26436938:Streptococcus pyogenes
",1,a
"Streptococcus_pyogenes_26619910:Streptococcus pyogenes
",1,A
"Streptococcus_pyogenes_26625364:Streptococcus pyogenes
",>100,292
"Streptococcus_pyogenes_2664249:Streptococcus pyogenes
",10-100,63
"Streptococcus_pyogenes_26872131:Streptococcus pyogenes
",10-100,66
"Streptococcus_pyogenes_27027618:Streptococcus pyogenes
",10-100,Forty
"Streptococcus_pyogenes_27236632:Streptococcus pyogenes
",>100,101
"Streptococcus_pyogenes_27296817:Streptococcus pyogenes
",10-100,64
"Streptococcus_pyogenes_27392317:Streptococcus pyogenes
",>100,144
"Streptococcus_pyogenes_27419071:Streptococcus pyogenes
",1,a
"Streptococcus_pyogenes_27695674:Streptococcus pyogenes
",1-10,two
"Streptococcus_pyogenes_27738486:Streptococcus pyogenes
",1,A
"Streptococcus_pyogenes_27773623:Streptococcus pyogenes
",>100,287
"Streptococcus_pyogenes_28260599:Streptococcus pyogenes
",10-100,36
"Streptococcus_pyogenes_28325626:Streptococcus pyogenes
",1,a rare case
"Streptococcus_pyogenes_28366695:Streptococcus pyogenes
",10-100,Twenty
"Streptococcus_pyogenes_28502192:Streptococcus pyogenes
",none,Short
"Streptococcus_pyogenes_28680421:Streptococcus pyogenes
",10-100,57
"Streptococcus_pyogenes_28725562:Streptococcus pyogenes
",1,a
"Streptococcus_pyogenes_28917068:Streptococcus pyogenes
",10-100,33
"Streptococcus_pyogenes_29260057:Streptococcus pyogenes
",1,an unusual case
"Streptococcus_pyogenes_29290490:Streptococcus pyogenes
",10-100,30
"Streptococcus_pyogenes_29664821:Streptococcus pyogenes
",none,:
"Streptococcus_pyogenes_29936564:Streptococcus pyogenes
",10-100,Twenty
"Streptococcus_pyogenes_29942747:Streptococcus pyogenes
",1,a case
"Streptococcus_pyogenes_30078239:Streptococcus pyogenes
",10-100,15
"Streptococcus_pyogenes_30158261:Streptococcus pyogenes
",1,an
"Streptococcus_pyogenes_30170621:Streptococcus pyogenes
",1,A
"Streptococcus_pyogenes_30186637:Streptococcus pyogenes
",1,an
"Streptococcus_pyogenes_30209598:Streptococcus pyogenes
",1,an
"Streptococcus_pyogenes_30277702:Streptococcus pyogenes
",1,A
"Streptococcus_pyogenes_30394055:Streptococcus pyogenes
",none,work
"Streptococcus_pyogenes_30443621:Streptococcus pyogenes
",1,an
"Streptococcus_pyogenes_30463627:Streptococcus pyogenes
",1,A
"Streptococcus_pyogenes_30532182:Streptococcus pyogenes
",10-100,64
"Streptococcus_pyogenes_30684375:Streptococcus pyogenes
",1,a case
"Streptococcus_pyogenes_30691434:Streptococcus pyogenes
",1,A
"Streptococcus_pyogenes_30837112:Streptococcus pyogenes
",10-100,55
"Streptococcus_pyogenes_30855976:Streptococcus pyogenes
",10-100,36
"Streptococcus_pyogenes_30954447:Streptococcus pyogenes
",1,A
"Streptococcus_pyogenes_30956993:Streptococcus pyogenes
",>100,418
"Streptococcus_pyogenes_30984396:Streptococcus pyogenes
",10-100,64
"Streptococcus_pyogenes_30996826:Streptococcus pyogenes
",>100,212
"Streptococcus_pyogenes_31068344:Streptococcus pyogenes
",1,a
"Streptococcus_pyogenes_31100958:Streptococcus pyogenes
",1-10,seven cases
"Streptococcus_pyogenes_31151810:Streptococcus pyogenes
",1,a
"Streptococcus_pyogenes_31196772:Streptococcus pyogenes
",>100,1534
"Streptococcus_pyogenes_31217309:Streptococcus pyogenes
",>100,2143
"Streptococcus_pyogenes_31237087:Streptococcus pyogenes
",1,A
"Streptococcus_pyogenes_31404620:Streptococcus pyogenes
",1,a
"Streptococcus_pyogenes_31519541:Streptococcus pyogenes
",>100,135
"Streptococcus_pyogenes_31595595:Streptococcus pyogenes
",1,A
"Streptococcus_pyogenes_31738331:Streptococcus pyogenes
",>100,103
"Streptococcus_pyogenes_31760363:Streptococcus pyogenes
",>100,115
"Streptococcus_pyogenes_31859164:Streptococcus pyogenes
",1,a single medical center
"Streptococcus_pyogenes_31879253:Streptococcus pyogenes
",10-100,29
"Streptococcus_pyogenes_32025929:Streptococcus pyogenes
",1,a
"Streptococcus_pyogenes_32241983:Streptococcus pyogenes
",10-100,69
"Streptococcus_pyogenes_32314699:Streptococcus pyogenes
",1,a
"Streptococcus_pyogenes_32379557:Streptococcus pyogenes
",1,a
"Streptococcus_pyogenes_32435626:Streptococcus pyogenes
",10-100,Twenty
"Streptococcus_pyogenes_32489668:Streptococcus pyogenes
",10-100,29
"Streptococcus_pyogenes_32565151:Streptococcus pyogenes
",>100,1062
"Streptococcus_pyogenes_32678807:Streptococcus pyogenes
",1,A
"Streptococcus_pyogenes_32744365:Streptococcus pyogenes
",1,A case
"Streptococcus_pyogenes_32760652:Streptococcus pyogenes
",1,a
"Streptococcus_pyogenes_32775174:Streptococcus pyogenes
",>100,353
"Streptococcus_pyogenes_32804461:Streptococcus pyogenes
",10-100,Ninety
"Streptococcus_pyogenes_3293424:Streptococcus pyogenes
",10-100,17
"Streptococcus_pyogenes_32974603:Streptococcus pyogenes
",1,a
"Streptococcus_pyogenes_32994137:Streptococcus pyogenes
",>100,339
"Streptococcus_pyogenes_33076203:Streptococcus pyogenes
",1,A
"Streptococcus_pyogenes_33081654:Streptococcus pyogenes
",10-100,12/728 (1.6%) cases
"Streptococcus_pyogenes_33104091:Streptococcus pyogenes
",1-10,eight
"Streptococcus_pyogenes_33200114:Streptococcus pyogenes
",1-10,two
"Streptococcus_pyogenes_33243155:Streptococcus pyogenes
",1,A
"Streptococcus_pyogenes_6393509:Streptococcus pyogenes
",none,:
"Streptococcus_pyogenes_7563588:Streptococcus pyogenes
",>100,359
"Streptococcus_pyogenes_775044:Streptococcus pyogenes
",10-100,40
"Streptococcus_pyogenes_779399:Streptococcus pyogenes
",1,a
"Streptococcus_pyogenes_7829904:Streptococcus pyogenes
",>100,243 cases
"Streptococcus_pyogenes_8387178:Streptococcus pyogenes
",10-100,Thirty
"Streptococcus_pyogenes_8519697:Streptococcus pyogenes
",10-100,Twenty
"Streptococcus_pyogenes_8539695:Streptococcus pyogenes
",>100,106 cases
"Streptococcus_pyogenes_8634230:Streptococcus pyogenes
",10-100,Twenty
"Streptococcus_pyogenes_8986554:Streptococcus pyogenes
",10-100,43
"Streptococcus_pyogenes_9240890:Streptococcus pyogenes
",1,A case
"Streptococcus_pyogenes_9412400:Streptococcus pyogenes
",10-100,55
"Streptococcus_pyogenes_9658920:Streptococcus pyogenes
",1,a
"Streptococcus_salivarius_15032335:Streptococcus salivarius
",>100,677
"Streptococcus_salivarius_1617072:Streptococcus salivarius
",10-100,78
"Streptococcus_salivarius_16493993:Streptococcus salivarius
",1,A
"Streptococcus_salivarius_1734527:Streptococcus salivarius
",10-100,98
"Streptococcus_salivarius_17366069:Streptococcus salivarius
",1,A
"Streptococcus_salivarius_19300351:Streptococcus salivarius
",1,a
"Streptococcus_salivarius_29421528:Streptococcus salivarius
",none,patients
"Streptococcus_salivarius_32062496:Streptococcus salivarius
",10-100,81
"Streptococcus_sanguinis_10085483:Streptococcus sanguinis
",1-10,7 patients
"Streptococcus_sanguinis_11465856:Streptococcus sanguinis
",none,:
"Streptococcus_sanguinis_11980330:Streptococcus sanguinis
",10-100,21
"Streptococcus_sanguinis_12080945:Streptococcus sanguinis
",1,a case
"Streptococcus_sanguinis_12108609:Streptococcus sanguinis
",1,an unusual case
"Streptococcus_sanguinis_12555493:Streptococcus sanguinis
",1,a new case
"Streptococcus_sanguinis_1617072:Streptococcus sanguinis
",10-100,78
"Streptococcus_sanguinis_23964965:Streptococcus sanguinis
",>100,210
"Streptococcus_sanguinis_27075785:Streptococcus sanguinis
",1,A
"Streptococcus_sanguinis_27529967:Streptococcus sanguinis
",1,An
"Streptococcus_sanguinis_2780102:Streptococcus sanguinis
",10-100,24
"Streptococcus_sanguinis_29979391:Streptococcus sanguinis
",1,a
"Streptococcus_sanguinis_32150046:Streptococcus sanguinis
",1,A
"Streptococcus_sanguinis_3250412:Streptococcus sanguinis
",1,A case
"Streptococcus_sanguinis_7332884:Streptococcus sanguinis
",10-100,71
"Streptococcus_sanguinis_8092175:Streptococcus sanguinis
",1,a
"Streptococcus_sanguinis_8193471:Streptococcus sanguinis
",10-100,Twelve
"Streptococcus_sanguinis_8360524:Streptococcus sanguinis
",1,A
"Streptococcus_sanguinis_9128012:Streptococcus sanguinis
",1,an atypical case of lung abscess occurring in a
"Streptococcus_sanguinis_9372668:Streptococcus sanguinis
",10-100,72
"Streptococcus_sanguinis_9543063:Streptococcus sanguinis
",>100,200
"Streptococcus_suis_12188400:Streptococcus suis
",10-100,11
"Streptococcus_suis_12423038:Streptococcus suis
",>100,484
"Streptococcus_suis_17037069:Streptococcus suis
",1,this case
"Streptococcus_suis_17422123:Streptococcus suis
",10-100,19
"Streptococcus_suis_18958507:Streptococcus suis
",1-10,four
"Streptococcus_suis_19687041:Streptococcus suis
",none,:
"Streptococcus_suis_19860257:Streptococcus suis
",1,A case
"Streptococcus_suis_2063536:Streptococcus suis
",1,a
"Streptococcus_suis_2222362:Streptococcus suis
",1-10,9
"Streptococcus_suis_22494561:Streptococcus suis
",>100,106
"Streptococcus_suis_23166552:Streptococcus suis
",1,A Case
"Streptococcus_suis_23343623:Streptococcus suis
",none,:
"Streptococcus_suis_25360596:Streptococcus suis
",1-10,2
"Streptococcus_suis_29284248:Streptococcus suis
",>100,"1,642"
"Streptococcus_suis_30599779:Streptococcus suis
",1,a
"Streptococcus_suis_32580735:Streptococcus suis
",10-100,ten
"Streptococcus_suis_33292668:Streptococcus suis
",1,a case
"Streptococcus_suis_4071952:Streptococcus suis
",>100,314
"Streptococcus_suis_7141961:Streptococcus suis
",>100,170
"Streptococcus_suis_7948202:Streptococcus suis
",>100,256 cases
"Streptococcus_suis_8357920:Streptococcus suis
",1,a
"Streptococcus_suis_8399744:Streptococcus suis
",>100,380
"Streptococcus_suis_9187729:Streptococcus suis
",10-100,21 cases
"Tetragenococcus_10390965:Tetragenococcus
",none,:We reviewed our experience with pneumonia in patients
"Tetragenococcus_11140916:Tetragenococcus
",1,A time-series prospective study of patients
"Tetragenococcus_11201692:Tetragenococcus
",none,.
"Tetragenococcus_12607351:Tetragenococcus
",1,a chronic hemodialysis patient. A case
"Tetragenococcus_15603848:Tetragenococcus
",1,A novel case
"Tetragenococcus_1562655:Tetragenococcus
",>100,163
"Tetragenococcus_17973076:Tetragenococcus
",1,a rare case of bacteremic enterococcal pneumonia in an
"Tetragenococcus_18003802:Tetragenococcus
",1,a case
"Tetragenococcus_19710346:Tetragenococcus
",1,first case of
"Tetragenococcus_20696120:Tetragenococcus
",1,A
"Tetragenococcus_21717147:Tetragenococcus
",1,a
"Tetragenococcus_21861443:Tetragenococcus
",1,A
"Tetragenococcus_22134942:Tetragenococcus
",none,:
"Tetragenococcus_22269450:Tetragenococcus
",>100,540
"Tetragenococcus_23146522:Tetragenococcus
",1,A
"Tetragenococcus_23577494:Tetragenococcus
",none,.
"Tetragenococcus_24211001:Tetragenococcus
",1,an
"Tetragenococcus_25018799:Tetragenococcus
",1,a
"Tetragenococcus_25236388:Tetragenococcus
",1-10,five
"Tetragenococcus_25518803:Tetragenococcus
",1,a
"Tetragenococcus_27894963:Tetragenococcus
",10-100,38
"Tetragenococcus_28093424:Tetragenococcus
",1,a case
"Tetragenococcus_28139543:Tetragenococcus
",>100,247
"Tetragenococcus_29713464:Tetragenococcus
",1,An observational case
"Tetragenococcus_30021734:Tetragenococcus
",1,a
"Tetragenococcus_32087689:Tetragenococcus
",1,A
"Tetragenococcus_32533615:Tetragenococcus
",1,a
"Tetragenococcus_32725054:Tetragenococcus
",none,:
"Tetragenococcus_6431034:Tetragenococcus
",none,:
"Tetragenococcus_7779904:Tetragenococcus
",none,:
"Tetragenococcus_8170232:Tetragenococcus
",none,:
"Tetragenococcus_8417392:Tetragenococcus
",none,:
"Tetragenococcus_9000815:Tetragenococcus
",1,a
"Bacillus_anthracis_10100352:Bacillus anthracis
",none,.
"Bacillus_anthracis_11770263:Bacillus anthracis
",none,:
"Bacillus_anthracis_11851577:Bacillus anthracis
",1,A
