,age,age_origin
"Yersinia_pestis_12474416:Yersinia pestis
",none,an exposed population
"Yersinia_pestis_1262715:Yersinia pestis
",17-65岁,42
"Yersinia_pestis_1752774:Yersinia pestis
",none,cats
"Yersinia_pestis_20400901:Yersinia pestis
",>65岁,104
"Yersinia_pestis_23041039:Yersinia pestis
",none,lymph
"Yersinia_pestis_23509116:Yersinia pestis
",none,one village
"Yersinia_pestis_25928467:Yersinia pestis
",none,A
"Yersinia_pestis_29129538:Yersinia pestis
",none,discussed
"Yersinia_pestis_29843675:Yersinia pestis
",17-65岁,24 year-old
"Yersinia_pestis_3728514:Yersinia pestis
",1-17岁,12-year-old
"Yersinia_pestis_4399843:Yersinia pestis
",none,empty
"Yersinia_pestis_6694294:Yersinia pestis
",17-65岁,47-year-old
"Yersinia_pestis_6904395:Yersinia pestis
",none,aspirations
"Yersinia_pestis_9097371:Yersinia pestis
",1-17岁,8
"Yersinia_pseudotuberculosis_18460627:Yersinia pseudotuberculosis
",none,deer
"Yersinia_pseudotuberculosis_9097371:Yersinia pseudotuberculosis
",1-17岁,8
"Yersinia_pseudotuberculosis_9440204:Yersinia pseudotuberculosis
",none,stud
"Aerococcus_viridans_31366344:Aerococcus viridans
",none,full
"Aerococcus_viridans_31380301:Aerococcus viridans
",1-17岁,5
"Aerococcus_viridans_31505631:Aerococcus viridans
",17-65岁,12-59
"Aerococcus_viridans_31509593:Aerococcus viridans
",17-65岁,2-59
"Aerococcus_viridans_31515311:Aerococcus viridans
",>65岁,older
"Aerococcus_viridans_31522807:Aerococcus viridans
",>65岁,65
"Aerococcus_viridans_31556939:Aerococcus viridans
",1-17岁,5
"Aerococcus_viridans_31563939:Aerococcus viridans
",17-65岁,adult
"Aerococcus_viridans_31586205:Aerococcus viridans
",1-17岁,5
"Aerococcus_viridans_31594801:Aerococcus viridans
",17-65岁,adults
"Aerococcus_viridans_31618204:Aerococcus viridans
",17-65岁,62
"Aerococcus_viridans_31727654:Aerococcus viridans
",none,all-ages
"Aerococcus_viridans_31815835:Aerococcus viridans
",17-65岁,18
"Aerococcus_viridans_31822326:Aerococcus viridans
",none,shipyard
"Aerococcus_viridans_31870586:Aerococcus viridans
",17-65岁,adult
"Aerococcus_viridans_31982627:Aerococcus viridans
",17-65岁,2-59
"Aerococcus_viridans_32003333:Aerococcus viridans
",1-17岁,5
"Aerococcus_viridans_32066414:Aerococcus viridans
",17-65岁,49-year-old
"Aerococcus_viridans_32097075:Aerococcus viridans
",17-65岁,adult
"Aerococcus_viridans_32114496:Aerococcus viridans
",17-65岁,43-year-old
"Aerococcus_viridans_32143599:Aerococcus viridans
",1-17岁,14
"Aerococcus_viridans_32209166:Aerococcus viridans
",none,of shipyard
"Aerococcus_viridans_32273175:Aerococcus viridans
",>65岁,elderly
"Aerococcus_viridans_32283281:Aerococcus viridans
",17-65岁,2 to 59
"Aerococcus_viridans_32314699:Aerococcus viridans
",17-65岁,56-year-old
"Aerococcus_viridans_32348330:Aerococcus viridans
",17-65岁,1-59
"Aerococcus_viridans_32602267:Aerococcus viridans
",1岁以下,infant
"Aerococcus_viridans_32759429:Aerococcus viridans
",>65岁,18 to 80
"Aerococcus_viridans_32817720:Aerococcus viridans
",17-65岁,"1, 6, 12, 18, 24, and 36"
"Aerococcus_viridans_32821327:Aerococcus viridans
",none,immunocompetent
"Aerococcus_viridans_33028262:Aerococcus viridans
",17-65岁,36 (IQR 24-56
"Aerococcus_viridans_33045476:Aerococcus viridans
",>65岁,"149 COVID-19 patients between January 9, 2020 and March 15, 2020 and 97"
"Aerococcus_viridans_33066738:Aerococcus viridans
",none,a
"Aerococcus_viridans_33172398:Aerococcus viridans
",17-65岁,20
"Aerococcus_viridans_33188161:Aerococcus viridans
",>65岁,"77 years (interquartile range [IQR], 74-82"
"Aerococcus_viridans_33243155:Aerococcus viridans
",17-65岁,64-year-old
"Aerococcus_viridans_33297987:Aerococcus viridans
",17-65岁,2 to 59
"Alloiococcus_10530580:Alloiococcus
",17-65岁,48
"Alloiococcus_21892897:Alloiococcus
",1-17岁,3-4 y to 28.6% in children aged 2
"Alloiococcus_23033913:Alloiococcus
",none,Indigenous
"Alloiococcus_25861433:Alloiococcus
",1-17岁,one and 15
"Dolosigranulum_pigrum_16954302:Dolosigranulum pigrum
",none,simple
"Dolosigranulum_pigrum_17687015:Dolosigranulum pigrum
",none,debilitated
"Dolosigranulum_pigrum_23841940:Dolosigranulum pigrum
",>65岁,elderly
"Dolosigranulum_pigrum_28473398:Dolosigranulum pigrum
",none,a
"Enterococcus_CDCPNS-E3_12425509:Enterococcus CDCPNS-E3
",17-65岁,57-year-old
"Enterococcus_CDCPNS-E3_15603848:Enterococcus CDCPNS-E3
",none,.
"Enterococcus_CDCPNS-E3_1652653:Enterococcus CDCPNS-E3
",17-65岁,54
"Enterococcus_CDCPNS-E3_17973078:Enterococcus CDCPNS-E3
",17-65岁,63-year-old
"Enterococcus_CDCPNS-E3_18775663:Enterococcus CDCPNS-E3
",>65岁,66
"Enterococcus_CDCPNS-E3_18776106:Enterococcus CDCPNS-E3
",1-17岁,12
"Enterococcus_CDCPNS-E3_19282702:Enterococcus CDCPNS-E3
",>65岁,"73 +/- 6 years (range, 65-93"
"Enterococcus_CDCPNS-E3_19659672:Enterococcus CDCPNS-E3
",>65岁,202
"Enterococcus_CDCPNS-E3_19710346:Enterococcus CDCPNS-E3
",none,HIV
"Enterococcus_CDCPNS-E3_19818053:Enterococcus CDCPNS-E3
",>65岁,73-year-old
"Enterococcus_CDCPNS-E3_20696120:Enterococcus CDCPNS-E3
",>65岁,75-year-old
"Enterococcus_CDCPNS-E3_21155410:Enterococcus CDCPNS-E3
",none,more
"Enterococcus_CDCPNS-E3_21659436:Enterococcus CDCPNS-E3
",none,resources
"Enterococcus_CDCPNS-E3_21861443:Enterococcus CDCPNS-E3
",>65岁,73-year-old
"Enterococcus_CDCPNS-E3_22366995:Enterococcus CDCPNS-E3
",none,diversity
"Enterococcus_CDCPNS-E3_22961018:Enterococcus CDCPNS-E3
",none,mood
"Enterococcus_CDCPNS-E3_23146522:Enterococcus CDCPNS-E3
",>65岁,69-year-old
"Enterococcus_CDCPNS-E3_23936701:Enterococcus CDCPNS-E3
",>65岁,74-year-old
"Enterococcus_CDCPNS-E3_24211001:Enterococcus CDCPNS-E3
",>65岁,67
"Enterococcus_CDCPNS-E3_24451094:Enterococcus CDCPNS-E3
",>65岁,"1,798"
"Enterococcus_CDCPNS-E3_24481822:Enterococcus CDCPNS-E3
",17-65岁,46-year-old
"Enterococcus_CDCPNS-E3_24527833:Enterococcus CDCPNS-E3
",1-17岁,3-8
"Enterococcus_CDCPNS-E3_24755510:Enterococcus CDCPNS-E3
",17-65岁,53-year-old
"Enterococcus_CDCPNS-E3_24797169:Enterococcus CDCPNS-E3
",>65岁,489 patients
"Enterococcus_CDCPNS-E3_24872819:Enterococcus CDCPNS-E3
",17-65岁,49-year-old
"Enterococcus_CDCPNS-E3_24997586:Enterococcus CDCPNS-E3
",17-65岁,62-year-old
"Enterococcus_CDCPNS-E3_25236388:Enterococcus CDCPNS-E3
",none,a
"Enterococcus_CDCPNS-E3_25593750:Enterococcus CDCPNS-E3
",17-65岁,adults
"Enterococcus_CDCPNS-E3_25725970:Enterococcus CDCPNS-E3
",1-17岁,6-year-old
"Enterococcus_CDCPNS-E3_25814806:Enterococcus CDCPNS-E3
",none,atypical
"Enterococcus_CDCPNS-E3_25832935:Enterococcus CDCPNS-E3
",>65岁,68-year-old
"Enterococcus_CDCPNS-E3_26704158:Enterococcus CDCPNS-E3
",1-17岁,13
"Enterococcus_CDCPNS-E3_26806139:Enterococcus CDCPNS-E3
",>65岁,180
"Enterococcus_CDCPNS-E3_26874909:Enterococcus CDCPNS-E3
",none,.
"Enterococcus_CDCPNS-E3_27188439:Enterococcus CDCPNS-E3
",17-65岁,42
"Enterococcus_CDCPNS-E3_27747036:Enterococcus CDCPNS-E3
",17-65岁,55-year-old
"Enterococcus_CDCPNS-E3_28093424:Enterococcus CDCPNS-E3
",none,patients
"Enterococcus_CDCPNS-E3_28139543:Enterococcus CDCPNS-E3
",1-17岁,three
"Enterococcus_CDCPNS-E3_28298381:Enterococcus CDCPNS-E3
",>65岁,69
"Enterococcus_CDCPNS-E3_28780309:Enterococcus CDCPNS-E3
",1-17岁,8.8 years (range: 1.5 months to 16
"Enterococcus_CDCPNS-E3_28843943:Enterococcus CDCPNS-E3
",>65岁,800
"Enterococcus_CDCPNS-E3_28953667:Enterococcus CDCPNS-E3
",1-17岁,3
"Enterococcus_CDCPNS-E3_29046215:Enterococcus CDCPNS-E3
",none,device
"Enterococcus_CDCPNS-E3_29147403:Enterococcus CDCPNS-E3
",17-65岁,adult
"Enterococcus_CDCPNS-E3_29317845:Enterococcus CDCPNS-E3
",17-65岁,61
"Enterococcus_CDCPNS-E3_29415530:Enterococcus CDCPNS-E3
",>65岁,88
"Enterococcus_CDCPNS-E3_29713464:Enterococcus CDCPNS-E3
",>65岁,18 to 90
"Enterococcus_CDCPNS-E3_30021734:Enterococcus CDCPNS-E3
",none,a
"Enterococcus_CDCPNS-E3_30157715:Enterococcus CDCPNS-E3
",>65岁,6714
"Enterococcus_CDCPNS-E3_30410833:Enterococcus CDCPNS-E3
",>65岁,67-year-old
"Enterococcus_CDCPNS-E3_30425838:Enterococcus CDCPNS-E3
",17-65岁,56
"Enterococcus_CDCPNS-E3_30531674:Enterococcus CDCPNS-E3
",>65岁,70-year-old
"Enterococcus_CDCPNS-E3_30532564:Enterococcus CDCPNS-E3
",17-65岁,60
"Enterococcus_CDCPNS-E3_30697611:Enterococcus CDCPNS-E3
",none,esophagectomy
"Enterococcus_CDCPNS-E3_30707872:Enterococcus CDCPNS-E3
",none,patients
"Enterococcus_CDCPNS-E3_30725446:Enterococcus CDCPNS-E3
",>65岁,44- and a 66-year-old
"Enterococcus_CDCPNS-E3_30759812:Enterococcus CDCPNS-E3
",1-17岁,two
"Enterococcus_CDCPNS-E3_30838226:Enterococcus CDCPNS-E3
",1-17岁,0-15
"Enterococcus_CDCPNS-E3_30910424:Enterococcus CDCPNS-E3
",none,in
"Enterococcus_CDCPNS-E3_30976388:Enterococcus CDCPNS-E3
",none,age
"Enterococcus_CDCPNS-E3_31000318:Enterococcus CDCPNS-E3
",none,Ukraine
"Enterococcus_CDCPNS-E3_31096489:Enterococcus CDCPNS-E3
",1-17岁,1
"Enterococcus_CDCPNS-E3_31160854:Enterococcus CDCPNS-E3
",none,tertiary
"Enterococcus_CDCPNS-E3_31198153:Enterococcus CDCPNS-E3
",1-17岁,5
"Enterococcus_CDCPNS-E3_31210580:Enterococcus CDCPNS-E3
",17-65岁,60
"Enterococcus_CDCPNS-E3_31253624:Enterococcus CDCPNS-E3
",>65岁,68
"Enterococcus_CDCPNS-E3_31307795:Enterococcus CDCPNS-E3
",none,.
"Enterococcus_CDCPNS-E3_31381532:Enterococcus CDCPNS-E3
",17-65岁,27
"Enterococcus_CDCPNS-E3_31448292:Enterococcus CDCPNS-E3
",17-65岁,54-year old
"Enterococcus_CDCPNS-E3_31492453:Enterococcus CDCPNS-E3
",none,patients
"Enterococcus_CDCPNS-E3_31504413:Enterococcus CDCPNS-E3
",17-65岁,adult
"Enterococcus_CDCPNS-E3_31570684:Enterococcus CDCPNS-E3
",17-65岁,49-year-old
"Enterococcus_CDCPNS-E3_31651255:Enterococcus CDCPNS-E3
",17-65岁,64
"Enterococcus_CDCPNS-E3_31657870:Enterococcus CDCPNS-E3
",>65岁,82 years old
"Enterococcus_CDCPNS-E3_31691173:Enterococcus CDCPNS-E3
",1-17岁,55 +- 13
"Enterococcus_CDCPNS-E3_31711418:Enterococcus CDCPNS-E3
",>65岁,91-year-old
"Enterococcus_CDCPNS-E3_31763048:Enterococcus CDCPNS-E3
",none,female
"Enterococcus_CDCPNS-E3_31768172:Enterococcus CDCPNS-E3
",17-65岁,35
"Enterococcus_CDCPNS-E3_32029130:Enterococcus CDCPNS-E3
",>65岁,older
"Enterococcus_CDCPNS-E3_32087689:Enterococcus CDCPNS-E3
",17-65岁,57-year old
"Enterococcus_CDCPNS-E3_32122323:Enterococcus CDCPNS-E3
",17-65岁,17-year old
"Enterococcus_CDCPNS-E3_32140361:Enterococcus CDCPNS-E3
",17-65岁,56-year-old
"Enterococcus_CDCPNS-E3_32175405:Enterococcus CDCPNS-E3
",>65岁,66
"Enterococcus_CDCPNS-E3_32178241:Enterococcus CDCPNS-E3
",>65岁,elderly
"Enterococcus_CDCPNS-E3_32192451:Enterococcus CDCPNS-E3
",1-17岁,six-year-old
"Enterococcus_CDCPNS-E3_32297949:Enterococcus CDCPNS-E3
",>65岁,69 [57-81
"Enterococcus_CDCPNS-E3_32375832:Enterococcus CDCPNS-E3
",none,old
"Enterococcus_CDCPNS-E3_32380973:Enterococcus CDCPNS-E3
",>65岁,233
"Enterococcus_CDCPNS-E3_32467804:Enterococcus CDCPNS-E3
",>65岁,77-year-old
"Enterococcus_CDCPNS-E3_32566481:Enterococcus CDCPNS-E3
",>65岁,77-year-old
"Enterococcus_CDCPNS-E3_32603803:Enterococcus CDCPNS-E3
",none,care
"Enterococcus_CDCPNS-E3_32658423:Enterococcus CDCPNS-E3
",1-17岁,2
"Enterococcus_CDCPNS-E3_32688282:Enterococcus CDCPNS-E3
",1-17岁,2.5-year-old
"Enterococcus_CDCPNS-E3_32724755:Enterococcus CDCPNS-E3
",17-65岁,45-year-old
"Enterococcus_CDCPNS-E3_32725054:Enterococcus CDCPNS-E3
",none,:
"Enterococcus_CDCPNS-E3_32842309:Enterococcus CDCPNS-E3
",none,neonates
"Enterococcus_CDCPNS-E3_32850079:Enterococcus CDCPNS-E3
",>65岁,79-year-old
"Enterococcus_CDCPNS-E3_32909085:Enterococcus CDCPNS-E3
",none,.
"Enterococcus_CDCPNS-E3_32942817:Enterococcus CDCPNS-E3
",17-65岁,adult
"Enterococcus_CDCPNS-E3_32963438:Enterococcus CDCPNS-E3
",1-17岁,2
"Enterococcus_CDCPNS-E3_32977435:Enterococcus CDCPNS-E3
",>65岁,3708
"Enterococcus_CDCPNS-E3_3586339:Enterococcus CDCPNS-E3
",1-17岁,4
"Enterococcus_CDCPNS-E3_7623654:Enterococcus CDCPNS-E3
",>65岁,110
"Enterococcus_CDCPNS-E3_8067086:Enterococcus CDCPNS-E3
",none,patients
"Enterococcus_faecalis_10390965:Enterococcus faecalis
",1-17岁,14
"Enterococcus_faecalis_10414486:Enterococcus faecalis
",17-65岁,64-year-old
"Enterococcus_faecalis_12425509:Enterococcus faecalis
",17-65岁,57-year-old
"Enterococcus_faecalis_12853512:Enterococcus faecalis
",1-17岁,five
"Enterococcus_faecalis_15142491:Enterococcus faecalis
",none,.
"Enterococcus_faecalis_1652653:Enterococcus faecalis
",17-65岁,54
"Enterococcus_faecalis_17086366:Enterococcus faecalis
",17-65岁,57-year-old
"Enterococcus_faecalis_17973078:Enterococcus faecalis
",17-65岁,63-year-old
"Enterococcus_faecalis_18160263:Enterococcus faecalis
",>65岁,174
"Enterococcus_faecalis_18775663:Enterococcus faecalis
",>65岁,66
"Enterococcus_faecalis_18799242:Enterococcus faecalis
",none,Colombian
"Enterococcus_faecalis_19282702:Enterococcus faecalis
",>65岁,"73 +/- 6 years (range, 65-93"
"Enterococcus_faecalis_19302928:Enterococcus faecalis
",>65岁,1887
"Enterococcus_faecalis_1932238:Enterococcus faecalis
",17-65岁,adults
"Enterococcus_faecalis_19818053:Enterococcus faecalis
",>65岁,73-year-old
"Enterococcus_faecalis_20696120:Enterococcus faecalis
",>65岁,75-year-old
"Enterococcus_faecalis_2071954:Enterococcus faecalis
",none,female
"Enterococcus_faecalis_2108502:Enterococcus faecalis
",1-17岁,young
"Enterococcus_faecalis_2126642:Enterococcus faecalis
",>65岁,68
"Enterococcus_faecalis_21620113:Enterococcus faecalis
",1-17岁,12
"Enterococcus_faecalis_21928181:Enterococcus faecalis
",17-65岁,36-year-old
"Enterococcus_faecalis_22363829:Enterococcus faecalis
",17-65岁,309 adults
"Enterococcus_faecalis_22961018:Enterococcus faecalis
",none,mood
"Enterococcus_faecalis_23165147:Enterococcus faecalis
",>65岁,72
"Enterococcus_faecalis_23210322:Enterococcus faecalis
",>65岁,158
"Enterococcus_faecalis_23389317:Enterococcus faecalis
",none,old
"Enterococcus_faecalis_23483061:Enterococcus faecalis
",17-65岁,42-year-old
"Enterococcus_faecalis_23936701:Enterococcus faecalis
",>65岁,74-year-old
"Enterococcus_faecalis_24034193:Enterococcus faecalis
",1-17岁,5
"Enterococcus_faecalis_24211001:Enterococcus faecalis
",>65岁,67
"Enterococcus_faecalis_24351598:Enterococcus faecalis
",none,.
"Enterococcus_faecalis_24872819:Enterococcus faecalis
",17-65岁,49-year-old
"Enterococcus_faecalis_25098106:Enterococcus faecalis
",>65岁,3316 life born term
"Enterococcus_faecalis_25236388:Enterococcus faecalis
",1-17岁,10
"Enterococcus_faecalis_25725970:Enterococcus faecalis
",1-17岁,6-year-old
"Enterococcus_faecalis_26611123:Enterococcus faecalis
",17-65岁,59
"Enterococcus_faecalis_26623628:Enterococcus faecalis
",none,their
"Enterococcus_faecalis_26661393:Enterococcus faecalis
",none,multilevel
"Enterococcus_faecalis_27188439:Enterococcus faecalis
",17-65岁,42
"Enterococcus_faecalis_28261931:Enterococcus faecalis
",>65岁,140
"Enterococcus_faecalis_28298381:Enterococcus faecalis
",>65岁,69
"Enterococcus_faecalis_29415530:Enterococcus faecalis
",>65岁,88
"Enterococcus_faecalis_29486805:Enterococcus faecalis
",none,fiscal
"Enterococcus_faecalis_29713464:Enterococcus faecalis
",>65岁,18 to 90
"Enterococcus_faecalis_29875941:Enterococcus faecalis
",none,patients
"Enterococcus_faecalis_30021734:Enterococcus faecalis
",none,a
"Enterococcus_faecalis_30531674:Enterococcus faecalis
",>65岁,70-year-old
"Enterococcus_faecalis_30532564:Enterococcus faecalis
",17-65岁,60
"Enterococcus_faecalis_30697611:Enterococcus faecalis
",none,patients
"Enterococcus_faecalis_30759812:Enterococcus faecalis
",1-17岁,two
"Enterococcus_faecalis_3097296:Enterococcus faecalis
",none,a farmer's wife
"Enterococcus_faecalis_30975135:Enterococcus faecalis
",17-65岁,17
"Enterococcus_faecalis_31096489:Enterococcus faecalis
",1-17岁,1
"Enterococcus_faecalis_31198153:Enterococcus faecalis
",1-17岁,5
"Enterococcus_faecalis_31570684:Enterococcus faecalis
",17-65岁,49-year-old
"Enterococcus_faecalis_31763048:Enterococcus faecalis
",none,female
"Enterococcus_faecalis_31768172:Enterococcus faecalis
",17-65岁,35
"Enterococcus_faecalis_32029130:Enterococcus faecalis
",>65岁,older
"Enterococcus_faecalis_32122323:Enterococcus faecalis
",17-65岁,17-year old
"Enterococcus_faecalis_32178241:Enterococcus faecalis
",>65岁,elderly
"Enterococcus_faecalis_32566481:Enterococcus faecalis
",>65岁,77-year-old
"Enterococcus_faecalis_32725054:Enterococcus faecalis
",none,:
"Enterococcus_faecalis_32842309:Enterococcus faecalis
",none,Hunan
"Enterococcus_faecalis_32850079:Enterococcus faecalis
",>65岁,79-year-old
"Enterococcus_faecalis_33101483:Enterococcus faecalis
",17-65岁,17
"Enterococcus_faecalis_33268751:Enterococcus faecalis
",>65岁,70-year-old
"Enterococcus_faecalis_3586339:Enterococcus faecalis
",1-17岁,4
"Enterococcus_faecalis_4151656:Enterococcus faecalis
",none,.
"Enterococcus_faecalis_4321235:Enterococcus faecalis
",none,.
"Enterococcus_faecalis_4971057:Enterococcus faecalis
",none,a
"Enterococcus_faecalis_6431034:Enterococcus faecalis
",none,aged
"Enterococcus_faecalis_7779904:Enterococcus faecalis
",none,:
"Enterococcus_faecalis_8067086:Enterococcus faecalis
",none,patients
"Enterococcus_faecalis_8417392:Enterococcus faecalis
",none,.
"Enterococcus_faecalis_8432123:Enterococcus faecalis
",none,I
"Enterococcus_faecalis_9000815:Enterococcus faecalis
",>65岁,76-year-old
"Enterococcus_faecalis_9205162:Enterococcus faecalis
",1-17岁,58.3 +/- 13
"Enterococcus_faecium_10806182:Enterococcus faecium
",none,and
"Enterococcus_faecium_11318073:Enterococcus faecium
",17-65岁,adult
"Enterococcus_faecium_11688919:Enterococcus faecium
",17-65岁,63
"Enterococcus_faecium_11868601:Enterococcus faecium
",none,second case
"Enterococcus_faecium_12607351:Enterococcus faecium
",none,an
"Enterococcus_faecium_15603848:Enterococcus faecium
",none,.
"Enterococcus_faecium_16358496:Enterococcus faecium
",17-65岁,61 years old
"Enterococcus_faecium_16805761:Enterococcus faecium
",>65岁,69-year-old
"Enterococcus_faecium_17002792:Enterococcus faecium
",17-65岁,50
"Enterococcus_faecium_17291223:Enterococcus faecium
",none,recipient
"Enterococcus_faecium_17297874:Enterococcus faecium
",17-65岁,17
"Enterococcus_faecium_17957611:Enterococcus faecium
",none,:
"Enterococcus_faecium_17988988:Enterococcus faecium
",1-17岁,15
"Enterococcus_faecium_18003802:Enterococcus faecium
",1-17岁,14
"Enterococcus_faecium_18477729:Enterococcus faecium
",none,exploring
"Enterococcus_faecium_18775663:Enterococcus faecium
",>65岁,66
"Enterococcus_faecium_18799242:Enterococcus faecium
",none,Colombian
"Enterococcus_faecium_19302928:Enterococcus faecium
",>65岁,1887
"Enterococcus_faecium_19604046:Enterococcus faecium
",none,mice
"Enterococcus_faecium_19913683:Enterococcus faecium
",none,between
"Enterococcus_faecium_20367948:Enterococcus faecium
",none,guide
"Enterococcus_faecium_21717147:Enterococcus faecium
",>65岁,69-year-old
"Enterococcus_faecium_21861443:Enterococcus faecium
",>65岁,73-year-old
"Enterococcus_faecium_22183941:Enterococcus faecium
",none,in
"Enterococcus_faecium_22366995:Enterococcus faecium
",none,I
"Enterococcus_faecium_22619600:Enterococcus faecium
",17-65岁,32
"Enterococcus_faecium_23289047:Enterococcus faecium
",17-65岁,32-year-old
"Enterococcus_faecium_23785879:Enterococcus faecium
",none,newly
"Enterococcus_faecium_23856111:Enterococcus faecium
",1-17岁,13
"Enterococcus_faecium_24466106:Enterococcus faecium
",none,intervention
"Enterococcus_faecium_24481822:Enterococcus faecium
",17-65岁,46-year-old
"Enterococcus_faecium_24755510:Enterococcus faecium
",17-65岁,53-year-old
"Enterococcus_faecium_25018799:Enterococcus faecium
",none,The
"Enterococcus_faecium_25134190:Enterococcus faecium
",17-65岁,middle aged
"Enterococcus_faecium_25176215:Enterococcus faecium
",>65岁,4 890
"Enterococcus_faecium_25518803:Enterococcus faecium
",none,a
"Enterococcus_faecium_25584223:Enterococcus faecium
",none,low birth weight
"Enterococcus_faecium_25832935:Enterococcus faecium
",>65岁,68-year-old
"Enterococcus_faecium_26605096:Enterococcus faecium
",1-17岁,4-week-old
"Enterococcus_faecium_26661393:Enterococcus faecium
",none,multilevel
"Enterococcus_faecium_26704158:Enterococcus faecium
",1-17岁,13
"Enterococcus_faecium_26874909:Enterococcus faecium
",none,.
"Enterococcus_faecium_28316844:Enterococcus faecium
",none,renal transplant
"Enterococcus_faecium_28780309:Enterococcus faecium
",1-17岁,8.8 years (range: 1.5 months to 16
"Enterococcus_faecium_28953667:Enterococcus faecium
",1-17岁,3
"Enterococcus_faecium_29317845:Enterococcus faecium
",17-65岁,61-year-old
"Enterococcus_faecium_29486805:Enterococcus faecium
",none,fiscal
"Enterococcus_faecium_30410833:Enterococcus faecium
",>65岁,67-year-old
"Enterococcus_faecium_30425838:Enterococcus faecium
",17-65岁,56-year-old
"Enterococcus_faecium_30532564:Enterococcus faecium
",17-65岁,60
"Enterococcus_faecium_30707872:Enterococcus faecium
",none,patients
"Enterococcus_faecium_30725446:Enterococcus faecium
",>65岁,44- and a 66-year-old
"Enterococcus_faecium_30838226:Enterococcus faecium
",1-17岁,0-15
"Enterococcus_faecium_30976388:Enterococcus faecium
",none,age
"Enterococcus_faecium_31657870:Enterococcus faecium
",>65岁,82 years old
"Enterococcus_faecium_31691173:Enterococcus faecium
",1-17岁,55 +- 13
"Enterococcus_faecium_32087689:Enterococcus faecium
",17-65岁,57-year old
"Enterococcus_faecium_32380973:Enterococcus faecium
",>65岁,233
"Enterococcus_faecium_32467804:Enterococcus faecium
",>65岁,77-year-old
"Enterococcus_faecium_32909085:Enterococcus faecium
",>65岁,173
"Enterococcus_faecium_32942817:Enterococcus faecium
",17-65岁,adult
"Enterococcus_faecium_7623654:Enterococcus faecium
",>65岁,110
"Enterococcus_faecium_7742433:Enterococcus faecium
",1-17岁,16
"Enterococcus_faecium_7867297:Enterococcus faecium
",>65岁,68-year-old
"Enterococcus_faecium_8067086:Enterococcus faecium
",none,patients
"Enterococcus_faecium_8071746:Enterococcus faecium
",>65岁,80
"Enterococcus_faecium_8170232:Enterococcus faecium
",none,:
"Enterococcus_hirae_10810996:Enterococcus hirae
",1岁以下,2-month-old
"Enterococcus_hirae_14535582:Enterococcus hirae
",none,Devon
"Enterococcus_hirae_21122331:Enterococcus hirae
",>65岁,11 to 81
"Enterococcus_hirae_22029817:Enterococcus hirae
",1-17岁,12
"Enterococcus_hirae_31492453:Enterococcus hirae
",none,birds
"Enterococcus_hirae_31651255:Enterococcus hirae
",17-65岁,64-year-old
"Enterococcus_hirae_32375832:Enterococcus hirae
",none,man
"Enterococcus_hirae_32688282:Enterococcus hirae
",1-17岁,2.5-year-old
"Gemella_morbillorum_11149206:Gemella morbillorum
",none,.
"Gemella_morbillorum_17139128:Gemella morbillorum
",none,:
"Gemella_morbillorum_17152793:Gemella morbillorum
",none,.
"Gemella_morbillorum_17527126:Gemella morbillorum
",1-17岁,adolescent
"Gemella_morbillorum_18094869:Gemella morbillorum
",17-65岁,50 year-old
"Gemella_morbillorum_18176393:Gemella morbillorum
",17-65岁,45-years-old
"Gemella_morbillorum_18629424:Gemella morbillorum
",none,a
"Gemella_morbillorum_19122942:Gemella morbillorum
",>65岁,67-year-old
"Gemella_morbillorum_20960939:Gemella morbillorum
",17-65岁,64-year-old
"Gemella_morbillorum_21121507:Gemella morbillorum
",>65岁,87-year-old
"Gemella_morbillorum_24287016:Gemella morbillorum
",>65岁,72-year-old
"Gemella_morbillorum_24836112:Gemella morbillorum
",none,.
"Gemella_morbillorum_28335795:Gemella morbillorum
",17-65岁,28
"Gemella_morbillorum_30254882:Gemella morbillorum
",17-65岁,46-year-old
"Gemella_morbillorum_30262540:Gemella morbillorum
",1岁以下,5-month-old
"Gemella_morbillorum_9298048:Gemella morbillorum
",>65岁,"53.5 years (range, 22 to 74"
"Micrococcus_luteus_20012737:Micrococcus luteus
",>65岁,"2002-2008, at the National Cardiovascular Center, Osaka"
"Micrococcus_luteus_22073241:Micrococcus luteus
",none,consecutive
"Micrococcus_luteus_24115610:Micrococcus luteus
",17-65岁,20
"Micrococcus_luteus_296784:Micrococcus luteus
",>65岁,69-year-old
"Micrococcus_luteus_32166635:Micrococcus luteus
",>65岁,8 days-121
"Rothia_mucilaginosa_19602923:Rothia mucilaginosa
",>65岁,72-year-old
"Rothia_mucilaginosa_23475477:Rothia mucilaginosa
",1-17岁,young
"Rothia_mucilaginosa_23483615:Rothia mucilaginosa
",17-65岁,46-yr-old
"Rothia_mucilaginosa_23659597:Rothia mucilaginosa
",none,neutropenic
"Rothia_mucilaginosa_24533971:Rothia mucilaginosa
",none,.
"Rothia_mucilaginosa_24568756:Rothia mucilaginosa
",17-65岁,47
"Rothia_mucilaginosa_25664502:Rothia mucilaginosa
",none,treatment
"Rothia_mucilaginosa_26256880:Rothia mucilaginosa
",none,isolates
"Rothia_mucilaginosa_27606659:Rothia mucilaginosa
",none,a male
"Rothia_mucilaginosa_28205431:Rothia mucilaginosa
",none,immunocompetent
"Rothia_mucilaginosa_29149111:Rothia mucilaginosa
",>65岁,74-year-old
