,num,num_origin
"Human_Adenovirus_52_27314269:Human Adenovirus 52
",1,first case
"Human_Adenovirus_52_27667752:Human Adenovirus 52
",10-100,62
"Human_Adenovirus_52_27848998:Human Adenovirus 52
",1-10,seven
"Human_Adenovirus_52_28225804:Human Adenovirus 52
",>100,739
"Human_Adenovirus_52_2840466:Human Adenovirus 52
",>100,1544
"Human_Adenovirus_52_30542337:Human Adenovirus 52
",>100,"1,300"
"Human_Adenovirus_52_30900750:Human Adenovirus 52
",>100,733
"Human_Adenovirus_52_31081548:Human Adenovirus 52
",>100,659
"Human_Adenovirus_52_31210395:Human Adenovirus 52
",none,assembled
"Human_Adenovirus_52_31337539:Human Adenovirus 52
",1,an
"Human_Adenovirus_52_31391222:Human Adenovirus 52
",>100,450
"Human_Adenovirus_52_31520220:Human Adenovirus 52
",10-100,77
"Human_Adenovirus_52_31768420:Human Adenovirus 52
",>100,301
"Human_Adenovirus_52_31774213:Human Adenovirus 52
",>100,386
"Human_Adenovirus_52_31903251:Human Adenovirus 52
",>100,394
"Human_Adenovirus_52_32027687:Human Adenovirus 52
",1-10,4
"Human_Adenovirus_52_32392955:Human Adenovirus 52
",10-100,92
"Human_Adenovirus_52_32396550:Human Adenovirus 52
",none,Among military and civilian cases
"Human_Adenovirus_52_32447916:Human Adenovirus 52
",>100,1 543
"Human_Adenovirus_52_32546135:Human Adenovirus 52
",10-100,thirty cases were enrolled in the research group and ninety cases
"Human_Adenovirus_52_33115841:Human Adenovirus 52
",10-100,62
"Human_Adenovirus_52_33396998:Human Adenovirus 52
",10-100,75
"Human_Adenovirus_52_33750952:Human Adenovirus 52
",>100,397
"Human_Adenovirus_52_34185972:Human Adenovirus 52
",10-100,20
"Human_Adenovirus_52_34351553:Human Adenovirus 52
",>100,102
"Human_Adenovirus_52_34405546:Human Adenovirus 52
",10-100,52
"Human_Adenovirus_52_34704788:Human Adenovirus 52
",10-100,60
"Human_Adenovirus_52_34753343:Human Adenovirus 52
",1,A Case
"Human_Adenovirus_52_9255891:Human Adenovirus 52
",10-100,75 patients
"Human_Adenovirus_5_24498873:Human Adenovirus 5
",>100,(698
"Human_Adenovirus_5_24551881:Human Adenovirus 5
",>100,969
"Human_Adenovirus_5_24907383:Human Adenovirus 5
",10-100,52
"Human_Adenovirus_5_24915939:Human Adenovirus 5
",10-100,85
"Human_Adenovirus_5_24975176:Human Adenovirus 5
",1-10,six
"Human_Adenovirus_5_25112957:Human Adenovirus 5
",1-10,five
"Human_Adenovirus_5_25174464:Human Adenovirus 5
",>100,4 508
"Human_Adenovirus_5_25178477:Human Adenovirus 5
",1-10,seven
"Human_Adenovirus_5_25185412:Human Adenovirus 5
",10-100,Thirty
"Human_Adenovirus_5_25504360:Human Adenovirus 5
",10-100,87
"Human_Adenovirus_5_25714161:Human Adenovirus 5
",>100,2222
"Human_Adenovirus_5_25812108:Human Adenovirus 5
",>100,954
"Human_Adenovirus_5_25879805:Human Adenovirus 5
",>100,815
"Human_Adenovirus_5_26016346:Human Adenovirus 5
",>100,136
"Human_Adenovirus_5_26117558:Human Adenovirus 5
",10-100,31
"Human_Adenovirus_5_26867384:Human Adenovirus 5
",10-100,91 cases
"Human_Adenovirus_5_27096404:Human Adenovirus 5
",>100,817
"Human_Adenovirus_5_27385198:Human Adenovirus 5
",1,a
"Human_Adenovirus_5_27532864:Human Adenovirus 5
",10-100,14
"Human_Adenovirus_5_27795341:Human Adenovirus 5
",1-10,2
"Human_Adenovirus_5_27885562:Human Adenovirus 5
",10-100,38). Statistically significant difference was observed between RSV-positive and negative cases
"Human_Adenovirus_5_28077074:Human Adenovirus 5
",>100,560
"Human_Adenovirus_5_28155195:Human Adenovirus 5
",>100,634
"Human_Adenovirus_5_28182741:Human Adenovirus 5
",>100,406
"Human_Adenovirus_5_28634031:Human Adenovirus 5
",>100,280
"Human_Adenovirus_5_28673837:Human Adenovirus 5
",1,One
"Human_Adenovirus_5_28975629:Human Adenovirus 5
",>100,691
"Human_Adenovirus_5_29224300:Human Adenovirus 5
",>100,243
"Human_Adenovirus_5_30286268:Human Adenovirus 5
",10-100,47
"Human_Adenovirus_5_30321228:Human Adenovirus 5
",>100,131
"Human_Adenovirus_5_30337417:Human Adenovirus 5
",>100,230
"Human_Adenovirus_5_30630228:Human Adenovirus 5
",>100,156
"Human_Adenovirus_5_30665366:Human Adenovirus 5
",10-100,58
"Human_Adenovirus_5_30672892:Human Adenovirus 5
",10-100,82
"Human_Adenovirus_5_30783608:Human Adenovirus 5
",1,a case
"Human_Adenovirus_5_30789240:Human Adenovirus 5
",>100,368
"Human_Adenovirus_5_30845398:Human Adenovirus 5
",10-100,Forty
"Human_Adenovirus_5_30882722:Human Adenovirus 5
",10-100,80
"Human_Adenovirus_5_31117983:Human Adenovirus 5
",10-100,82
"Human_Adenovirus_5_31130122:Human Adenovirus 5
",>100,834
"Human_Adenovirus_5_31164430:Human Adenovirus 5
",>100,915
"Human_Adenovirus_5_31193119:Human Adenovirus 5
",none,:
"Human_Adenovirus_5_31194775:Human Adenovirus 5
",10-100,20
"Human_Adenovirus_5_31196108:Human Adenovirus 5
",10-100,62
"Human_Adenovirus_5_31230362:Human Adenovirus 5
",>100,150
"Human_Adenovirus_5_31270991:Human Adenovirus 5
",10-100,47
"Human_Adenovirus_5_31337539:Human Adenovirus 5
",1,an
"Human_Adenovirus_5_31370781:Human Adenovirus 5
",>100,1145
"Human_Adenovirus_5_31542903:Human Adenovirus 5
",10-100,Twenty-eight
"Human_Adenovirus_5_31628684:Human Adenovirus 5
",none,from outpatients
"Human_Adenovirus_5_31648000:Human Adenovirus 5
",10-100,89
"Human_Adenovirus_5_31977849:Human Adenovirus 5
",>100,542
"Human_Adenovirus_5_32017782:Human Adenovirus 5
",>100,360
"Human_Adenovirus_5_32244685:Human Adenovirus 5
",>100,539
"Human_Adenovirus_5_32322889:Human Adenovirus 5
",>100,168
"Human_Adenovirus_5_32392955:Human Adenovirus 5
",10-100,92
"Human_Adenovirus_5_32396550:Human Adenovirus 5
",none,Among military and civilian cases
"Human_Adenovirus_5_32404785:Human Adenovirus 5
",10-100,17
"Human_Adenovirus_5_32474556:Human Adenovirus 5
",none,:
"Human_Adenovirus_5_32539259:Human Adenovirus 5
",>100,1 447
"Human_Adenovirus_5_32653618:Human Adenovirus 5
",>100,12 537
"Human_Adenovirus_5_32669172:Human Adenovirus 5
",10-100,30
"Human_Adenovirus_5_32669173:Human Adenovirus 5
",1-10,7
"Human_Adenovirus_5_32720703:Human Adenovirus 5
",>100,105
"Human_Adenovirus_5_32761743:Human Adenovirus 5
",>100,1778
"Human_Adenovirus_5_32779756:Human Adenovirus 5
",>100,875
"Human_Adenovirus_5_32811705:Human Adenovirus 5
",1,an
"Human_Adenovirus_5_32842383:Human Adenovirus 5
",>100,244
"Human_Adenovirus_5_33172555:Human Adenovirus 5
",>100,225
"Human_Adenovirus_5_33210494:Human Adenovirus 5
",none,:
"Human_Adenovirus_5_33294084:Human Adenovirus 5
",10-100,43
"Human_Adenovirus_5_33304812:Human Adenovirus 5
",1,A
"Human_Adenovirus_5_33396998:Human Adenovirus 5
",10-100,75
"Human_Adenovirus_5_33632148:Human Adenovirus 5
",10-100,60
"Human_Adenovirus_5_33664719:Human Adenovirus 5
",>100,358
"Human_Adenovirus_5_33750952:Human Adenovirus 5
",>100,397
"Human_Adenovirus_5_33782171:Human Adenovirus 5
",>100,115
"Human_Adenovirus_5_33947476:Human Adenovirus 5
",10-100,92
"Human_Adenovirus_5_34009376:Human Adenovirus 5
",none,.
"Human_Adenovirus_5_34185972:Human Adenovirus 5
",10-100,20
"Human_Adenovirus_5_34226206:Human Adenovirus 5
",1,a retrospective
"Human_Adenovirus_5_34267738:Human Adenovirus 5
",10-100,54
"Human_Adenovirus_5_34344310:Human Adenovirus 5
",10-100,41
"Human_Adenovirus_5_34351553:Human Adenovirus 5
",>100,102
"Human_Adenovirus_5_34432362:Human Adenovirus 5
",>100,237
"Human_Adenovirus_5_34556127:Human Adenovirus 5
",10-100,55
"Human_Adenovirus_5_34587727:Human Adenovirus 5
",>100,117
"Human_Adenovirus_5_34625621:Human Adenovirus 5
",1-10,Six
"Human_Adenovirus_5_34627307:Human Adenovirus 5
",10-100,56
"Human_Adenovirus_5_34648214:Human Adenovirus 5
",none,:
"Human_Adenovirus_5_34676356:Human Adenovirus 5
",1,An
"Human_Adenovirus_5_34694579:Human Adenovirus 5
",>100,5544
"Human_Adenovirus_5_34704788:Human Adenovirus 5
",10-100,60
"Human_Adenovirus_5_34753343:Human Adenovirus 5
",1,A Case
"Human_Adenovirus_5_34819956:Human Adenovirus 5
",10-100,98
"Human_Adenovirus_5_34844615:Human Adenovirus 5
",10-100,96
"Human_Adenovirus_5_34847913:Human Adenovirus 5
",1-10,four
"Human_Adenovirus_5_34951397:Human Adenovirus 5
",10-100,29
"Human_Adenovirus_67_15510759:Human Adenovirus 67
",>100,317
"Human_Adenovirus_67_17785157:Human Adenovirus 67
",10-100,Fifty
"Human_Adenovirus_67_18341920:Human Adenovirus 67
",1-10,8
"Human_Adenovirus_67_18712820:Human Adenovirus 67
",>100,178
"Human_Adenovirus_67_19199189:Human Adenovirus 67
",none,reaction
"Human_Adenovirus_67_19351259:Human Adenovirus 67
",10-100,67
"Human_Adenovirus_67_19453465:Human Adenovirus 67
",>100,1055
"Human_Adenovirus_67_20533881:Human Adenovirus 67
",10-100,32
"Human_Adenovirus_67_21176504:Human Adenovirus 67
",>100,882
"Human_Adenovirus_67_21670932:Human Adenovirus 67
",1,a
"Human_Adenovirus_67_22531244:Human Adenovirus 67
",10-100,64
"Human_Adenovirus_67_23302560:Human Adenovirus 67
",>100,167
"Human_Adenovirus_67_24647252:Human Adenovirus 67
",>100,700
"Human_Adenovirus_67_25714161:Human Adenovirus 67
",>100,2222
"Human_Adenovirus_67_25890989:Human Adenovirus 67
",none,all adult patients
"Human_Adenovirus_67_26208494:Human Adenovirus 67
",1-10,"7,743"
"Human_Adenovirus_67_26467854:Human Adenovirus 67
",>100,607
"Human_Adenovirus_67_27301912:Human Adenovirus 67
",10-100,91
"Human_Adenovirus_67_27347341:Human Adenovirus 67
",none,: The clinical samples were collected from the patients
"Human_Adenovirus_67_27458989:Human Adenovirus 67
",10-100,61
"Human_Adenovirus_67_27681877:Human Adenovirus 67
",none,RESULTS: CRV infections in cancer patients
"Human_Adenovirus_67_27851998:Human Adenovirus 67
",>100,632
"Human_Adenovirus_67_29553443:Human Adenovirus 67
",>100,491
"Human_Adenovirus_67_29617951:Human Adenovirus 67
",>100,320
"Human_Adenovirus_67_29745111:Human Adenovirus 67
",>100,100
"Human_Adenovirus_67_30031377:Human Adenovirus 67
",>100,2172
"Human_Adenovirus_67_30157776:Human Adenovirus 67
",1,a
"Human_Adenovirus_67_30174887:Human Adenovirus 67
",>100,320
"Human_Adenovirus_67_30910688:Human Adenovirus 67
",>100,158
"Human_Adenovirus_67_31774213:Human Adenovirus 67
",>100,386
"Human_Adenovirus_67_32160782:Human Adenovirus 67
",none,hundred
"Human_Adenovirus_67_32653618:Human Adenovirus 67
",>100,12 537
"Human_Adenovirus_67_34140022:Human Adenovirus 67
",>100,4403
"Human_Adenovirus_67_34713393:Human Adenovirus 67
",1,An
"Human_Adenovirus_67_34847913:Human Adenovirus 67
",1-10,four
"Human_Adenovirus_67_6246799:Human Adenovirus 67
",10-100,15
"Human_Adenovirus_67_6312211:Human Adenovirus 67
",none,:
"Human_Adenovirus_67_6523359:Human Adenovirus 67
",>100,359
"Human_Adenovirus_67_7905889:Human Adenovirus 67
",>100,207
"Human_Adenovirus_67_9044128:Human Adenovirus 67
",1,: ECLS remains an important modality in the treatment of neonatal and pediatric patients
"Human_Adenovirus_67_9230228:Human Adenovirus 67
",10-100,19
"Human_Adenovirus_6_22384139:Human Adenovirus 6
",>100,378
"Human_Adenovirus_6_22414179:Human Adenovirus 6
",>100,193
"Human_Adenovirus_6_22531244:Human Adenovirus 6
",10-100,64
"Human_Adenovirus_6_22608839:Human Adenovirus 6
",10-100,18
"Human_Adenovirus_6_22838216:Human Adenovirus 6
",10-100,70
"Human_Adenovirus_6_22926214:Human Adenovirus 6
",>100,1006
"Human_Adenovirus_6_23327697:Human Adenovirus 6
",10-100,47
"Human_Adenovirus_6_23621728:Human Adenovirus 6
",>100,206
"Human_Adenovirus_6_23995960:Human Adenovirus 6
",>100,287
"Human_Adenovirus_6_24030346:Human Adenovirus 6
",10-100,"28,543"
"Human_Adenovirus_6_24260230:Human Adenovirus 6
",>100,354
"Human_Adenovirus_6_24391792:Human Adenovirus 6
",>100,230
"Human_Adenovirus_6_24399381:Human Adenovirus 6
",>100,188
"Human_Adenovirus_6_24498873:Human Adenovirus 6
",>100,(698
"Human_Adenovirus_6_24907383:Human Adenovirus 6
",10-100,52
"Human_Adenovirus_6_25016709:Human Adenovirus 6
",10-100,76
"Human_Adenovirus_6_25112957:Human Adenovirus 6
",1-10,five
"Human_Adenovirus_6_25118733:Human Adenovirus 6
",1-10,Two
"Human_Adenovirus_6_25174464:Human Adenovirus 6
",>100,4 508
"Human_Adenovirus_6_25178477:Human Adenovirus 6
",1-10,seven
"Human_Adenovirus_6_25185412:Human Adenovirus 6
",10-100,Thirty
"Human_Adenovirus_6_25504360:Human Adenovirus 6
",10-100,87
"Human_Adenovirus_6_25714161:Human Adenovirus 6
",>100,2222
"Human_Adenovirus_6_25715488:Human Adenovirus 6
",1-10,6
"Human_Adenovirus_6_25812108:Human Adenovirus 6
",>100,954
"Human_Adenovirus_6_25875735:Human Adenovirus 6
",1-10,seven
"Human_Adenovirus_6_25879805:Human Adenovirus 6
",>100,815
"Human_Adenovirus_6_26117558:Human Adenovirus 6
",10-100,31
"Human_Adenovirus_6_27124519:Human Adenovirus 6
",>100,319
"Human_Adenovirus_6_27532864:Human Adenovirus 6
",10-100,14
"Human_Adenovirus_6_27795341:Human Adenovirus 6
",1-10,2
"Human_Adenovirus_6_27848998:Human Adenovirus 6
",1-10,seven
"Human_Adenovirus_6_27885562:Human Adenovirus 6
",10-100,38). Statistically significant difference was observed between RSV-positive and negative cases
"Human_Adenovirus_6_28077074:Human Adenovirus 6
",>100,560
"Human_Adenovirus_6_28096226:Human Adenovirus 6
",1,A
"Human_Adenovirus_6_28155195:Human Adenovirus 6
",>100,634
"Human_Adenovirus_6_28220737:Human Adenovirus 6
",1-10,Two hundred and six
"Human_Adenovirus_6_28634031:Human Adenovirus 6
",>100,280
"Human_Adenovirus_6_28673837:Human Adenovirus 6
",1,One
"Human_Adenovirus_6_28975629:Human Adenovirus 6
",>100,691
"Human_Adenovirus_6_29224300:Human Adenovirus 6
",>100,243
"Human_Adenovirus_6_30180976:Human Adenovirus 6
",10-100,23
"Human_Adenovirus_6_30286268:Human Adenovirus 6
",10-100,47
"Human_Adenovirus_6_30321228:Human Adenovirus 6
",>100,131
"Human_Adenovirus_6_30337417:Human Adenovirus 6
",>100,230
"Human_Adenovirus_6_30630228:Human Adenovirus 6
",>100,156
"Human_Adenovirus_6_30672892:Human Adenovirus 6
",10-100,82
"Human_Adenovirus_6_30693422:Human Adenovirus 6
",10-100,32
"Human_Adenovirus_6_30783608:Human Adenovirus 6
",1,a case
"Human_Adenovirus_6_30845398:Human Adenovirus 6
",10-100,Forty
"Human_Adenovirus_6_30849176:Human Adenovirus 6
",10-100,16
"Human_Adenovirus_6_30882722:Human Adenovirus 6
",10-100,80
"Human_Adenovirus_6_30949525:Human Adenovirus 6
",>100,600
"Human_Adenovirus_6_31130122:Human Adenovirus 6
",>100,834
"Human_Adenovirus_6_31164430:Human Adenovirus 6
",>100,915
"Human_Adenovirus_6_31191561:Human Adenovirus 6
",>100,274
"Human_Adenovirus_6_31194775:Human Adenovirus 6
",10-100,20
"Human_Adenovirus_6_31196108:Human Adenovirus 6
",10-100,62
"Human_Adenovirus_6_31270991:Human Adenovirus 6
",10-100,47
"Human_Adenovirus_6_31370781:Human Adenovirus 6
",>100,1145
"Human_Adenovirus_6_31480827:Human Adenovirus 6
",10-100,14
"Human_Adenovirus_6_31542903:Human Adenovirus 6
",10-100,Twenty-eight
"Human_Adenovirus_6_31751530:Human Adenovirus 6
",none,:
"Human_Adenovirus_6_31776891:Human Adenovirus 6
",10-100,60
"Human_Adenovirus_6_31977849:Human Adenovirus 6
",>100,542
"Human_Adenovirus_6_32017782:Human Adenovirus 6
",>100,360
"Human_Adenovirus_6_32404785:Human Adenovirus 6
",10-100,17
"Human_Adenovirus_6_32470255:Human Adenovirus 6
",10-100,16 018 patients
"Human_Adenovirus_6_32539259:Human Adenovirus 6
",>100,1 447
"Human_Adenovirus_6_32653618:Human Adenovirus 6
",>100,12 537
"Human_Adenovirus_6_32669172:Human Adenovirus 6
",10-100,30
"Human_Adenovirus_6_32669173:Human Adenovirus 6
",1-10,7
"Human_Adenovirus_6_32761743:Human Adenovirus 6
",>100,1778
"Human_Adenovirus_6_32779756:Human Adenovirus 6
",>100,875
"Human_Adenovirus_6_32790248:Human Adenovirus 6
",10-100,"1,074"
"Human_Adenovirus_6_32817802:Human Adenovirus 6
",10-100,59
"Human_Adenovirus_6_32842383:Human Adenovirus 6
",>100,244
"Human_Adenovirus_6_32944316:Human Adenovirus 6
",10-100,74
"Human_Adenovirus_6_33172555:Human Adenovirus 6
",>100,225
"Human_Adenovirus_6_33210494:Human Adenovirus 6
",none,:
"Human_Adenovirus_6_33396998:Human Adenovirus 6
",10-100,75
"Human_Adenovirus_6_33433157:Human Adenovirus 6
",>100,204
"Human_Adenovirus_6_33664719:Human Adenovirus 6
",>100,358
"Human_Adenovirus_6_33750952:Human Adenovirus 6
",>100,397
"Human_Adenovirus_6_33782171:Human Adenovirus 6
",>100,115
"Human_Adenovirus_6_33947476:Human Adenovirus 6
",10-100,92
"Human_Adenovirus_6_33975924:Human Adenovirus 6
",1,A
"Human_Adenovirus_6_34009376:Human Adenovirus 6
",none,.
"Human_Adenovirus_6_34013875:Human Adenovirus 6
",none,:
"Human_Adenovirus_6_34287033:Human Adenovirus 6
",>100,191
"Human_Adenovirus_6_34324763:Human Adenovirus 6
",1,A
"Human_Adenovirus_6_34344310:Human Adenovirus 6
",10-100,41
"Human_Adenovirus_6_34351553:Human Adenovirus 6
",>100,102
"Human_Adenovirus_6_34399190:Human Adenovirus 6
",>100,319
"Human_Adenovirus_6_34405546:Human Adenovirus 6
",10-100,52
"Human_Adenovirus_6_34432362:Human Adenovirus 6
",>100,237
"Human_Adenovirus_6_34480636:Human Adenovirus 6
",>100,"121,529 patients"
"Human_Adenovirus_6_34523109:Human Adenovirus 6
",>100,1539
"Human_Adenovirus_6_34625621:Human Adenovirus 6
",1-10,Six
"Human_Adenovirus_6_34627307:Human Adenovirus 6
",10-100,56
"Human_Adenovirus_6_34646942:Human Adenovirus 6
",>100,1182
"Human_Adenovirus_6_34648214:Human Adenovirus 6
",none,:
"Human_Adenovirus_6_34650942:Human Adenovirus 6
",>100,187
"Human_Adenovirus_6_34668725:Human Adenovirus 6
",>100,796
"Human_Adenovirus_6_34704788:Human Adenovirus 6
",10-100,60
"Human_Adenovirus_6_34713393:Human Adenovirus 6
",1,An
"Human_Adenovirus_6_34722335:Human Adenovirus 6
",10-100,62
"Human_Adenovirus_6_34788811:Human Adenovirus 6
",>100,142
"Human_Adenovirus_6_34819956:Human Adenovirus 6
",10-100,98
"Human_Adenovirus_6_34844615:Human Adenovirus 6
",10-100,96
"Human_Adenovirus_6_34847913:Human Adenovirus 6
",1-10,four
"Human_Adenovirus_6_34951397:Human Adenovirus 6
",10-100,29
"Human_Adenovirus_7_23995960:Human Adenovirus 7
",>100,287
"Human_Adenovirus_7_24006627:Human Adenovirus 7
",10-100,61
"Human_Adenovirus_7_24030346:Human Adenovirus 7
",10-100,"28,543"
"Human_Adenovirus_7_24044210:Human Adenovirus 7
",>100,122
"Human_Adenovirus_7_24070567:Human Adenovirus 7
",1-10,3 cases
"Human_Adenovirus_7_24260230:Human Adenovirus 7
",>100,354
"Human_Adenovirus_7_24391792:Human Adenovirus 7
",>100,230
"Human_Adenovirus_7_24399381:Human Adenovirus 7
",>100,188
"Human_Adenovirus_7_24498873:Human Adenovirus 7
",>100,(698
"Human_Adenovirus_7_24551881:Human Adenovirus 7
",>100,969
"Human_Adenovirus_7_24647252:Human Adenovirus 7
",>100,700
"Human_Adenovirus_7_24907383:Human Adenovirus 7
",10-100,52
"Human_Adenovirus_7_24915939:Human Adenovirus 7
",10-100,85
"Human_Adenovirus_7_25118733:Human Adenovirus 7
",1-10,Two
"Human_Adenovirus_7_25174464:Human Adenovirus 7
",>100,4 508
"Human_Adenovirus_7_25178477:Human Adenovirus 7
",1-10,seven
"Human_Adenovirus_7_25504360:Human Adenovirus 7
",10-100,87
"Human_Adenovirus_7_25520444:Human Adenovirus 7
",1,A
"Human_Adenovirus_7_25714161:Human Adenovirus 7
",>100,2222
"Human_Adenovirus_7_25715488:Human Adenovirus 7
",1-10,6
"Human_Adenovirus_7_25812108:Human Adenovirus 7
",>100,954
"Human_Adenovirus_7_25875735:Human Adenovirus 7
",1-10,seven
"Human_Adenovirus_7_25879805:Human Adenovirus 7
",>100,815
"Human_Adenovirus_7_25997046:Human Adenovirus 7
",1,a case
"Human_Adenovirus_7_26117558:Human Adenovirus 7
",10-100,31
"Human_Adenovirus_7_26867384:Human Adenovirus 7
",10-100,91 cases
"Human_Adenovirus_7_26926035:Human Adenovirus 7
",1,a
"Human_Adenovirus_7_26967644:Human Adenovirus 7
",10-100,14 patients
"Human_Adenovirus_7_27096404:Human Adenovirus 7
",>100,817
"Human_Adenovirus_7_27301912:Human Adenovirus 7
",10-100,91
"Human_Adenovirus_7_27532864:Human Adenovirus 7
",10-100,14
"Human_Adenovirus_7_27795341:Human Adenovirus 7
",1-10,2
"Human_Adenovirus_7_27848998:Human Adenovirus 7
",1-10,seven
"Human_Adenovirus_7_27885562:Human Adenovirus 7
",10-100,38). Statistically significant difference was observed between RSV-positive and negative cases
"Human_Adenovirus_7_28114362:Human Adenovirus 7
",>100,191
"Human_Adenovirus_7_28220737:Human Adenovirus 7
",1-10,Two hundred and six
"Human_Adenovirus_7_28270104:Human Adenovirus 7
",10-100,12
"Human_Adenovirus_7_28634031:Human Adenovirus 7
",>100,280
"Human_Adenovirus_7_28673837:Human Adenovirus 7
",1,One
"Human_Adenovirus_7_29224300:Human Adenovirus 7
",>100,243
"Human_Adenovirus_7_29912713:Human Adenovirus 7
",>100,305
"Human_Adenovirus_7_30086789:Human Adenovirus 7
",>100,1313
"Human_Adenovirus_7_30174887:Human Adenovirus 7
",>100,320
"Human_Adenovirus_7_30286268:Human Adenovirus 7
",10-100,47
"Human_Adenovirus_7_30321228:Human Adenovirus 7
",>100,131
"Human_Adenovirus_7_30337417:Human Adenovirus 7
",>100,230
"Human_Adenovirus_7_30630228:Human Adenovirus 7
",>100,156
"Human_Adenovirus_7_30672892:Human Adenovirus 7
",10-100,82
"Human_Adenovirus_7_30789240:Human Adenovirus 7
",>100,368
"Human_Adenovirus_7_30807199:Human Adenovirus 7
",>100,652
"Human_Adenovirus_7_30845398:Human Adenovirus 7
",10-100,Forty
"Human_Adenovirus_7_30882722:Human Adenovirus 7
",10-100,80
"Human_Adenovirus_7_30949525:Human Adenovirus 7
",>100,600
"Human_Adenovirus_7_31117983:Human Adenovirus 7
",10-100,82
"Human_Adenovirus_7_31130122:Human Adenovirus 7
",>100,834
"Human_Adenovirus_7_31164430:Human Adenovirus 7
",>100,915
"Human_Adenovirus_7_31191561:Human Adenovirus 7
",>100,274
"Human_Adenovirus_7_31196108:Human Adenovirus 7
",10-100,62
"Human_Adenovirus_7_31270991:Human Adenovirus 7
",10-100,47
"Human_Adenovirus_7_31370781:Human Adenovirus 7
",>100,1145
"Human_Adenovirus_7_31542903:Human Adenovirus 7
",10-100,Twenty-eight
"Human_Adenovirus_7_31648000:Human Adenovirus 7
",10-100,89
"Human_Adenovirus_7_31776891:Human Adenovirus 7
",10-100,60
"Human_Adenovirus_7_32017782:Human Adenovirus 7
",>100,360
"Human_Adenovirus_7_32278934:Human Adenovirus 7
",10-100,33
"Human_Adenovirus_7_32322889:Human Adenovirus 7
",>100,168
"Human_Adenovirus_7_32352995:Human Adenovirus 7
",10-100,32
"Human_Adenovirus_7_32396550:Human Adenovirus 7
",none,Among military and civilian cases
"Human_Adenovirus_7_32404785:Human Adenovirus 7
",10-100,17
"Human_Adenovirus_7_32470255:Human Adenovirus 7
",10-100,16 018 patients
"Human_Adenovirus_7_32500509:Human Adenovirus 7
",none,patients
"Human_Adenovirus_7_32539259:Human Adenovirus 7
",>100,1 447
"Human_Adenovirus_7_32653618:Human Adenovirus 7
",>100,12 537
"Human_Adenovirus_7_32669172:Human Adenovirus 7
",10-100,30
"Human_Adenovirus_7_32669173:Human Adenovirus 7
",1-10,7
"Human_Adenovirus_7_32720703:Human Adenovirus 7
",>100,105
"Human_Adenovirus_7_32770770:Human Adenovirus 7
",10-100,15
"Human_Adenovirus_7_32779756:Human Adenovirus 7
",>100,875
"Human_Adenovirus_7_32790248:Human Adenovirus 7
",10-100,"1,074"
"Human_Adenovirus_7_32811705:Human Adenovirus 7
",1,an
"Human_Adenovirus_7_32817802:Human Adenovirus 7
",10-100,59
"Human_Adenovirus_7_32842383:Human Adenovirus 7
",>100,244
"Human_Adenovirus_7_33061487:Human Adenovirus 7
",10-100,36
"Human_Adenovirus_7_33172555:Human Adenovirus 7
",>100,225
"Human_Adenovirus_7_33210494:Human Adenovirus 7
",none,:
"Human_Adenovirus_7_33294084:Human Adenovirus 7
",10-100,43
"Human_Adenovirus_7_33396998:Human Adenovirus 7
",10-100,75
"Human_Adenovirus_7_33433157:Human Adenovirus 7
",>100,204
"Human_Adenovirus_7_33565614:Human Adenovirus 7
",>100,132
"Human_Adenovirus_7_33664719:Human Adenovirus 7
",>100,358
"Human_Adenovirus_7_33732504:Human Adenovirus 7
",1,one of the pneumonia patients
"Human_Adenovirus_7_33782171:Human Adenovirus 7
",>100,115
"Human_Adenovirus_7_33888063:Human Adenovirus 7
",none,:
"Human_Adenovirus_7_33947476:Human Adenovirus 7
",10-100,92
"Human_Adenovirus_7_33990223:Human Adenovirus 7
",1,a retrospective
"Human_Adenovirus_7_34009376:Human Adenovirus 7
",none,.
"Human_Adenovirus_7_34013875:Human Adenovirus 7
",none,:
"Human_Adenovirus_7_34086254:Human Adenovirus 7
",1-10,two
"Human_Adenovirus_7_34087512:Human Adenovirus 7
",none,and
"Human_Adenovirus_7_34140022:Human Adenovirus 7
",>100,4403
"Human_Adenovirus_7_34267738:Human Adenovirus 7
",10-100,54
"Human_Adenovirus_7_34287033:Human Adenovirus 7
",>100,191
"Human_Adenovirus_7_34344310:Human Adenovirus 7
",10-100,41
"Human_Adenovirus_7_34351553:Human Adenovirus 7
",>100,102
"Human_Adenovirus_7_34361882:Human Adenovirus 7
",>100,167
"Human_Adenovirus_7_34399190:Human Adenovirus 7
",>100,319
"Human_Adenovirus_7_34432362:Human Adenovirus 7
",>100,237
"Human_Adenovirus_7_34490137:Human Adenovirus 7
",>100,129
"Human_Adenovirus_7_34523109:Human Adenovirus 7
",>100,1539
"Human_Adenovirus_7_34625621:Human Adenovirus 7
",1-10,Six
"Human_Adenovirus_7_34627307:Human Adenovirus 7
",10-100,56
"Human_Adenovirus_7_34668725:Human Adenovirus 7
",>100,796
"Human_Adenovirus_7_34704788:Human Adenovirus 7
",10-100,60
"Human_Adenovirus_7_34722335:Human Adenovirus 7
",10-100,62
"Human_Adenovirus_7_34753343:Human Adenovirus 7
",1,A Case
"Human_Adenovirus_7_34819956:Human Adenovirus 7
",10-100,98
"Human_Adenovirus_7_34844615:Human Adenovirus 7
",10-100,96
