,age,age_origin
"Human_parainfluenza_virus_3_217980:Human parainfluenza virus 3
",none,:
"Human_parainfluenza_virus_3_217981:Human parainfluenza virus 3
",none,empty
"Human_parainfluenza_virus_3_219582:Human parainfluenza virus 3
",none,grass
"Human_parainfluenza_virus_3_219615:Human parainfluenza virus 3
",none,animals
"Human_parainfluenza_virus_3_22077532:Human parainfluenza virus 3
",1-17岁,6
"Human_parainfluenza_virus_3_225264:Human parainfluenza virus 3
",none,empty
"Human_parainfluenza_virus_3_22978535:Human parainfluenza virus 3
",1-17岁,1
"Human_parainfluenza_virus_3_231340:Human parainfluenza virus 3
",none,deprived
"Human_parainfluenza_virus_3_23279859:Human parainfluenza virus 3
",none,transplant
"Human_parainfluenza_virus_3_23288130:Human parainfluenza virus 3
",none,.
"Human_parainfluenza_virus_3_23343342:Human parainfluenza virus 3
",1-17岁,14
"Human_parainfluenza_virus_3_23554422:Human parainfluenza virus 3
",none,.
"Human_parainfluenza_virus_3_25178477:Human parainfluenza virus 3
",none,years
"Human_parainfluenza_virus_3_25281245:Human parainfluenza virus 3
",17-65岁,31-year-old
"Human_parainfluenza_virus_3_2556831:Human parainfluenza virus 3
",none,"Perthshire served by this practice,"
"Human_parainfluenza_virus_3_25890989:Human parainfluenza virus 3
",none,Sur
"Human_parainfluenza_virus_3_26481737:Human parainfluenza virus 3
",1-17岁,3
"Human_parainfluenza_virus_3_26957245:Human parainfluenza virus 3
",1-17岁,12
"Human_parainfluenza_virus_3_27197630:Human parainfluenza virus 3
",1-17岁,5
"Human_parainfluenza_virus_3_27250631:Human parainfluenza virus 3
",17-65岁,35
"Human_parainfluenza_virus_3_27514690:Human parainfluenza virus 3
",1-17岁,2
"Human_parainfluenza_virus_3_2851127:Human parainfluenza virus 3
",none,empty
"Human_parainfluenza_virus_3_2854685:Human parainfluenza virus 3
",none,:
"Human_parainfluenza_virus_3_28822432:Human parainfluenza virus 3
",1-17岁,ten
"Human_parainfluenza_virus_3_29359411:Human parainfluenza virus 3
",1岁以下,infant
"Human_parainfluenza_virus_3_29961826:Human parainfluenza virus 3
",17-65岁,18
"Human_parainfluenza_virus_3_30114677:Human parainfluenza virus 3
",1-17岁,0-4
"Human_parainfluenza_virus_3_30665366:Human parainfluenza virus 3
",1-17岁,5 years-old
"Human_parainfluenza_virus_3_30866089:Human parainfluenza virus 3
",17-65岁,1 or >60
"Human_parainfluenza_virus_3_31047118:Human parainfluenza virus 3
",1-17岁,3 months to 5
"Human_parainfluenza_virus_3_31661701:Human parainfluenza virus 3
",none,disabled
"Human_parainfluenza_virus_3_31705838:Human parainfluenza virus 3
",1-17岁,"2.3 years (range, 0.1-12"
"Human_parainfluenza_virus_3_31889316:Human parainfluenza virus 3
",1-17岁,6
"Human_parainfluenza_virus_3_31954277:Human parainfluenza virus 3
",1-17岁,2
"Human_parainfluenza_virus_3_32155160:Human parainfluenza virus 3
",none,Kenya using
"Human_parainfluenza_virus_3_32629492:Human parainfluenza virus 3
",none,.
"Human_parainfluenza_virus_3_33253961:Human parainfluenza virus 3
",none,large
"Human_parainfluenza_virus_3_33270253:Human parainfluenza virus 3
",17-65岁,adults
"Human_parainfluenza_virus_3_33315873:Human parainfluenza virus 3
",17-65岁,18
"Human_parainfluenza_virus_3_33666303:Human parainfluenza virus 3
",17-65岁,18
"Human_parainfluenza_virus_3_34324206:Human parainfluenza virus 3
",none,HM
"Human_parainfluenza_virus_3_34400235:Human parainfluenza virus 3
",>65岁,54 years (SD: 12; range: 19-72
"Human_parainfluenza_virus_3_6097970:Human parainfluenza virus 3
",none,fewer
"Human_parainfluenza_virus_3_6165801:Human parainfluenza virus 3
",1-17岁,child
"Human_parainfluenza_virus_3_6246710:Human parainfluenza virus 3
",none,A
"Human_parainfluenza_virus_3_6258113:Human parainfluenza virus 3
",none,la
"Human_parainfluenza_virus_3_6265340:Human parainfluenza virus 3
",1岁以下,infant
"Human_parainfluenza_virus_3_6275975:Human parainfluenza virus 3
",>65岁,69
"Human_parainfluenza_virus_3_6286452:Human parainfluenza virus 3
",none,neck
"Human_parainfluenza_virus_3_6314807:Human parainfluenza virus 3
",1岁以下,8-month-old
"Human_parainfluenza_virus_3_7893990:Human parainfluenza virus 3
",17-65岁,and 20
"Human_parainfluenza_virus_3_8243487:Human parainfluenza virus 3
",17-65岁,adult
"Human_parainfluenza_virus_3_8813045:Human parainfluenza virus 3
",1岁以下,18-month-old
"Human_parainfluenza_virus_3_8932633:Human parainfluenza virus 3
",17-65岁,22
"Human_parainfluenza_virus_3_9702251:Human parainfluenza virus 3
",1-17岁,0-1
"Human_parainfluenza_virus_3_9731038:Human parainfluenza virus 3
",none,pathogenesis
"Human_parainfluenza_virus_3_9803337:Human parainfluenza virus 3
",none,recurrent
"Human_parainfluenza_virus_3_9924568:Human parainfluenza virus 3
",1岁以下,infants
"Human_parainfluenza_virus_4a_15163237:Human parainfluenza virus 4a
",>65岁,elderly
"Human_parainfluenza_virus_4a_16145100:Human parainfluenza virus 4a
",17-65岁,38 institutional
"Human_parainfluenza_virus_4a_24819262:Human parainfluenza virus 4a
",1-17岁,0-2
"Human_parainfluenza_virus_4a_27197630:Human parainfluenza virus 4a
",1-17岁,5
"Human_parainfluenza_virus_4a_34231027:Human parainfluenza virus 4a
",17-65岁,62
"Human_parainfluenza_virus_4a_34335501:Human parainfluenza virus 4a
",none,results
"Human_parainfluenza_virus_4b_10699020:Human parainfluenza virus 4b
",none,p
"Human_parainfluenza_virus_4b_11892059:Human parainfluenza virus 4b
",1-17岁,infants and young
"Human_parainfluenza_virus_4b_16145100:Human parainfluenza virus 4b
",17-65岁,38 institutional
"Human_parainfluenza_virus_4b_17456334:Human parainfluenza virus 4b
",>65岁,3519
"Human_parainfluenza_virus_4b_24278751:Human parainfluenza virus 4b
",1-17岁,a child
"Human_parainfluenza_virus_4b_25453574:Human parainfluenza virus 4b
",none,such
"Human_parainfluenza_virus_4b_31004768:Human parainfluenza virus 4b
",>65岁,214
"Human_poliovirus_1_11814279:Human poliovirus 1
",17-65岁,54-year-old
"Human_poliovirus_1_1460696:Human poliovirus 1
",>65岁,older
"Human_poliovirus_1_1855418:Human poliovirus 1
",none,geographical
"Human_poliovirus_1_18801402:Human poliovirus 1
",1-17岁,2
"Human_poliovirus_1_191900:Human poliovirus 1
",>65岁,85
"Human_poliovirus_1_19394265:Human poliovirus 1
",>65岁,208
"Human_poliovirus_1_19497772:Human poliovirus 1
",1-17岁,4
"Human_poliovirus_1_21631275:Human poliovirus 1
",1-17岁,5-year-old
"Human_poliovirus_1_32835962:Human poliovirus 1
",>65岁,2019
"Human_poliovirus_1_34355277:Human poliovirus 1
",>65岁,119
"Human_poliovirus_1_34541709:Human poliovirus 1
",>65岁,80
"Human_poliovirus_1_34913637:Human poliovirus 1
",1-17岁,five
"Human_poliovirus_1_6265340:Human poliovirus 1
",1岁以下,infant
"Human_poliovirus_1_7641035:Human poliovirus 1
",1-17岁,13
"Human_poliovirus_2_11814279:Human poliovirus 2
",17-65岁,54-year-old
"Human_poliovirus_2_1460696:Human poliovirus 2
",>65岁,older
"Human_poliovirus_2_1855418:Human poliovirus 2
",none,geographical
"Human_poliovirus_2_18801402:Human poliovirus 2
",1-17岁,2
"Human_poliovirus_2_191900:Human poliovirus 2
",>65岁,85
"Human_poliovirus_2_19394265:Human poliovirus 2
",>65岁,208
"Human_poliovirus_2_19497772:Human poliovirus 2
",1-17岁,4
"Human_poliovirus_2_21631275:Human poliovirus 2
",1-17岁,5-year-old
"Human_poliovirus_2_32835962:Human poliovirus 2
",>65岁,2019
"Human_poliovirus_2_34355277:Human poliovirus 2
",>65岁,119
"Human_poliovirus_2_34541709:Human poliovirus 2
",>65岁,80
"Human_poliovirus_2_34913637:Human poliovirus 2
",1-17岁,five
"Human_poliovirus_2_6265340:Human poliovirus 2
",1岁以下,infant
"Human_poliovirus_2_7641035:Human poliovirus 2
",1-17岁,13
"Human_poliovirus_3_11814279:Human poliovirus 3
",17-65岁,54-year-old
"Human_poliovirus_3_1460696:Human poliovirus 3
",>65岁,older
"Human_poliovirus_3_1855418:Human poliovirus 3
",none,geographical
"Human_poliovirus_3_18801402:Human poliovirus 3
",1-17岁,2
"Human_poliovirus_3_191900:Human poliovirus 3
",>65岁,85
"Human_poliovirus_3_19394265:Human poliovirus 3
",>65岁,208
"Human_poliovirus_3_19497772:Human poliovirus 3
",1-17岁,4
"Human_poliovirus_3_21631275:Human poliovirus 3
",1-17岁,5-year-old
"Human_poliovirus_3_32835962:Human poliovirus 3
",>65岁,2019
"Human_poliovirus_3_34355277:Human poliovirus 3
",>65岁,119
"Human_poliovirus_3_34541709:Human poliovirus 3
",>65岁,80
"Human_poliovirus_3_34913637:Human poliovirus 3
",1-17岁,five
"Human_poliovirus_3_6265340:Human poliovirus 3
",1岁以下,infant
"Human_poliovirus_3_7641035:Human poliovirus 3
",1-17岁,13
"Human_respiratory_syncytial_virus_33464015:Human respiratory syncytial virus
",17-65岁,24
"Human_respiratory_syncytial_virus_33582375:Human respiratory syncytial virus
",none,the
"Human_respiratory_syncytial_virus_33590002:Human respiratory syncytial virus
",>65岁,1-4 years; coronaviruses were the most common among adults aged >=65
"Human_respiratory_syncytial_virus_33593415:Human respiratory syncytial virus
",1-17岁,6
"Human_respiratory_syncytial_virus_33594407:Human respiratory syncytial virus
",1-17岁,Children
"Human_respiratory_syncytial_virus_33666069:Human respiratory syncytial virus
",none,deceased
"Human_respiratory_syncytial_virus_33677754:Human respiratory syncytial virus
",17-65岁,50
"Human_respiratory_syncytial_virus_33704814:Human respiratory syncytial virus
",>65岁,65 years-old
"Human_respiratory_syncytial_virus_33725930:Human respiratory syncytial virus
",none,/
"Human_respiratory_syncytial_virus_33791096:Human respiratory syncytial virus
",17-65岁,37
"Human_respiratory_syncytial_virus_33836685:Human respiratory syncytial virus
",>65岁,2019
"Human_respiratory_syncytial_virus_33849679:Human respiratory syncytial virus
",none,.
"Human_respiratory_syncytial_virus_33861868:Human respiratory syncytial virus
",17-65岁,older adults
"Human_respiratory_syncytial_virus_33879683:Human respiratory syncytial virus
",1-17岁,2
"Human_respiratory_syncytial_virus_33888063:Human respiratory syncytial virus
",none,s
"Human_respiratory_syncytial_virus_33910510:Human respiratory syncytial virus
",1-17岁,3
"Human_respiratory_syncytial_virus_33962183:Human respiratory syncytial virus
",none,empty
"Human_respiratory_syncytial_virus_34009376:Human respiratory syncytial virus
",none,.
"Human_respiratory_syncytial_virus_34083477:Human respiratory syncytial virus
",none,empty
"Human_respiratory_syncytial_virus_34121237:Human respiratory syncytial virus
",none,"major hospitals (Sheikh Jaber, Mubarak Al-Kabeer, and Al-Amiri) in Kuwait"
"Human_respiratory_syncytial_virus_34185972:Human respiratory syncytial virus
",17-65岁,17
"Human_respiratory_syncytial_virus_34190900:Human respiratory syncytial virus
",1-17岁,1
"Human_respiratory_syncytial_virus_34228369:Human respiratory syncytial virus
",1-17岁,0-4
"Human_respiratory_syncytial_virus_34249808:Human respiratory syncytial virus
",17-65岁,47
"Human_respiratory_syncytial_virus_34273135:Human respiratory syncytial virus
",none,increase
"Human_respiratory_syncytial_virus_34296672:Human respiratory syncytial virus
",>65岁,older
"Human_respiratory_syncytial_virus_34296678:Human respiratory syncytial virus
",none,"more cases from urban neighbourhoods with lower socioeconomic status, and similar clinical presentation and severity. Public health implications include"
"Human_respiratory_syncytial_virus_34296810:Human respiratory syncytial virus
",>65岁,1684 individuals in 327 randomly selected households in a rural and an urban site
"Human_respiratory_syncytial_virus_34303842:Human respiratory syncytial virus
",17-65岁,18
"Human_respiratory_syncytial_virus_34326154:Human respiratory syncytial virus
",1-17岁,5
"Human_respiratory_syncytial_virus_34344406:Human respiratory syncytial virus
",>65岁,71
"Human_respiratory_syncytial_virus_34347190:Human respiratory syncytial virus
",1-17岁,6
"Human_respiratory_syncytial_virus_34356014:Human respiratory syncytial virus
",17-65岁,18
"Human_respiratory_syncytial_virus_34393634:Human respiratory syncytial virus
",>65岁,elderly
"Human_respiratory_syncytial_virus_34399190:Human respiratory syncytial virus
",1-17岁,16
"Human_respiratory_syncytial_virus_34425771:Human respiratory syncytial virus
",17-65岁,7 and 60
"Human_respiratory_syncytial_virus_34448741:Human respiratory syncytial virus
",17-65岁,28 days to 59
"Human_respiratory_syncytial_virus_34448743:Human respiratory syncytial virus
",17-65岁,1-59
"Human_respiratory_syncytial_virus_34473914:Human respiratory syncytial virus
",1-17岁,2
"Human_respiratory_syncytial_virus_34480636:Human respiratory syncytial virus
",1-17岁,14
"Human_respiratory_syncytial_virus_34481240:Human respiratory syncytial virus
",none,simulation results
"Human_respiratory_syncytial_virus_34497218:Human respiratory syncytial virus
",none,approximately
"Human_respiratory_syncytial_virus_34523109:Human respiratory syncytial virus
",17-65岁,18
"Human_respiratory_syncytial_virus_34604931:Human respiratory syncytial virus
",17-65岁,adult
"Human_respiratory_syncytial_virus_34620863:Human respiratory syncytial virus
",none,Publisher
"Human_respiratory_syncytial_virus_34623114:Human respiratory syncytial virus
",>65岁,65-year-old
"Human_respiratory_syncytial_virus_34627307:Human respiratory syncytial virus
",none,s
"Human_respiratory_syncytial_virus_34644459:Human respiratory syncytial virus
",1-17岁,young
"Human_respiratory_syncytial_virus_34645190:Human respiratory syncytial virus
",1-17岁,0-1
"Human_respiratory_syncytial_virus_34646942:Human respiratory syncytial virus
",>65岁,69
"Human_respiratory_syncytial_virus_34648214:Human respiratory syncytial virus
",none,implemented
"Human_respiratory_syncytial_virus_34667075:Human respiratory syncytial virus
",17-65岁,24
"Human_respiratory_syncytial_virus_34690917:Human respiratory syncytial virus
",none,)
"Human_respiratory_syncytial_virus_34694579:Human respiratory syncytial virus
",1-17岁,2
"Human_respiratory_syncytial_virus_34695374:Human respiratory syncytial virus
",none,debt
"Human_respiratory_syncytial_virus_34704788:Human respiratory syncytial virus
",17-65岁,36
"Human_respiratory_syncytial_virus_34713393:Human respiratory syncytial virus
",1-17岁,3
"Human_respiratory_syncytial_virus_34718202:Human respiratory syncytial virus
",1-17岁,2
"Human_respiratory_syncytial_virus_34730256:Human respiratory syncytial virus
",none,age
"Human_respiratory_syncytial_virus_34730287:Human respiratory syncytial virus
",>65岁,65
"Human_respiratory_syncytial_virus_34738890:Human respiratory syncytial virus
",17-65岁,60
"Human_respiratory_syncytial_virus_34754948:Human respiratory syncytial virus
",17-65岁,50
"Human_respiratory_syncytial_virus_34762551:Human respiratory syncytial virus
",none,experts
"Human_respiratory_syncytial_virus_34767579:Human respiratory syncytial virus
",>65岁,65
"Human_respiratory_syncytial_virus_34774184:Human respiratory syncytial virus
",none,.
"Human_respiratory_syncytial_virus_34781241:Human respiratory syncytial virus
",none,Spanish hospitals
"Human_respiratory_syncytial_virus_34788811:Human respiratory syncytial virus
",17-65岁,18
"Human_respiratory_syncytial_virus_34819956:Human respiratory syncytial virus
",1-17岁,0-4
"Human_respiratory_syncytial_virus_34843571:Human respiratory syncytial virus
",17-65岁,Middle East
"Human_respiratory_syncytial_virus_34850564:Human respiratory syncytial virus
",17-65岁,54
"Human_respiratory_syncytial_virus_34866830:Human respiratory syncytial virus
",>65岁,2019
"Human_respiratory_syncytial_virus_34882659:Human respiratory syncytial virus
",none,activity
"Human_respiratory_syncytial_virus_34897266:Human respiratory syncytial virus
",1-17岁,0-4
"Human_respiratory_syncytial_virus_34913593:Human respiratory syncytial virus
",17-65岁,24
"Human_respiratory_syncytial_virus_34918321:Human respiratory syncytial virus
",17-65岁,adults
"Human_respiratory_syncytial_virus_34919553:Human respiratory syncytial virus
",1-17岁,1 month-5
"Human_respiratory_syncytial_virus_34977533:Human respiratory syncytial virus
",none,times
"Human_rhinovirus_1A_26801151:Human rhinovirus 1A
",17-65岁,0-59
"Human_rhinovirus_1_to_100_12001053:Human rhinovirus 1 to 100
",>65岁,frail older
"Human_rhinovirus_1_to_100_15996256:Human rhinovirus 1 to 100
",>65岁,100
"Human_rhinovirus_1_to_100_18458506:Human rhinovirus 1 to 100
",1-17岁,0-11
"Human_rhinovirus_1_to_100_19199189:Human rhinovirus 1 to 100
",none,.
"Human_rhinovirus_1_to_100_20558050:Human rhinovirus 1 to 100
",1-17岁,6
"Human_rhinovirus_1_to_100_2174179:Human rhinovirus 1 to 100
",17-65岁,40
"Human_rhinovirus_1_to_100_22265827:Human rhinovirus 1 to 100
",1-17岁,eight
"Human_rhinovirus_1_to_100_22384139:Human rhinovirus 1 to 100
",1-17岁,2
"Human_rhinovirus_1_to_100_22937071:Human rhinovirus 1 to 100
",1-17岁,5
"Human_rhinovirus_1_to_100_23169964:Human rhinovirus 1 to 100
",1-17岁,6 hospitals
"Human_rhinovirus_1_to_100_23198576:Human rhinovirus 1 to 100
",none,derived
"Human_rhinovirus_1_to_100_23575731:Human rhinovirus 1 to 100
",1-17岁,pediatric
"Human_rhinovirus_1_to_100_23645407:Human rhinovirus 1 to 100
",17-65岁,24
"Human_rhinovirus_1_to_100_23717587:Human rhinovirus 1 to 100
",17-65岁,43
"Human_rhinovirus_1_to_100_23757837:Human rhinovirus 1 to 100
",1-17岁,5
"Human_rhinovirus_1_to_100_24131585:Human rhinovirus 1 to 100
",>65岁,87
"Human_rhinovirus_1_to_100_24378948:Human rhinovirus 1 to 100
",1-17岁,3
"Human_rhinovirus_1_to_100_24582583:Human rhinovirus 1 to 100
",>65岁,437
"Human_rhinovirus_1_to_100_24819262:Human rhinovirus 1 to 100
",1-17岁,0-2
"Human_rhinovirus_1_to_100_25093972:Human rhinovirus 1 to 100
",1-17岁,5
"Human_rhinovirus_1_to_100_25412225:Human rhinovirus 1 to 100
",>65岁,119
"Human_rhinovirus_1_to_100_25444257:Human rhinovirus 1 to 100
",1-17岁,12
"Human_rhinovirus_1_to_100_25847977:Human rhinovirus 1 to 100
",>65岁,458
"Human_rhinovirus_1_to_100_25879805:Human rhinovirus 1 to 100
",1-17岁,5
"Human_rhinovirus_1_to_100_25918347:Human rhinovirus 1 to 100
",>65岁,69
"Human_rhinovirus_1_to_100_26087047:Human rhinovirus 1 to 100
",17-65岁,18 to 40
"Human_rhinovirus_1_to_100_26107509:Human rhinovirus 1 to 100
",none,present study completed
"Human_rhinovirus_1_to_100_26117558:Human rhinovirus 1 to 100
",1-17岁,4
"Human_rhinovirus_1_to_100_27096404:Human rhinovirus 1 to 100
",1-17岁,2
"Human_rhinovirus_1_to_100_27424825:Human rhinovirus 1 to 100
",1-17岁,Seven
"Human_rhinovirus_1_to_100_27509268:Human rhinovirus 1 to 100
",1-17岁,12
"Human_rhinovirus_1_to_100_27581858:Human rhinovirus 1 to 100
",17-65岁,"2, 13, or 24"
"Human_rhinovirus_1_to_100_27629904:Human rhinovirus 1 to 100
",17-65岁,18
"Human_rhinovirus_1_to_100_27649510:Human rhinovirus 1 to 100
",none,with
"Human_rhinovirus_1_to_100_27667752:Human rhinovirus 1 to 100
",1-17岁,6 months to 10
"Human_rhinovirus_1_to_100_27799762:Human rhinovirus 1 to 100
",>65岁,118
"Human_rhinovirus_1_to_100_27814689:Human rhinovirus 1 to 100
",>65岁,Ninety
"Human_rhinovirus_1_to_100_28155195:Human rhinovirus 1 to 100
",1-17岁,1
"Human_rhinovirus_1_to_100_28393985:Human rhinovirus 1 to 100
",>65岁,240
"Human_rhinovirus_1_to_100_29143374:Human rhinovirus 1 to 100
",17-65岁,24
"Human_rhinovirus_1_to_100_29530766:Human rhinovirus 1 to 100
",>65岁,100
"Human_rhinovirus_1_to_100_29725575:Human rhinovirus 1 to 100
",1-17岁,31 months (range 1 week to 14
"Human_rhinovirus_1_to_100_30132922:Human rhinovirus 1 to 100
",17-65岁,50
"Human_rhinovirus_1_to_100_30157660:Human rhinovirus 1 to 100
",none,longitude
"Human_rhinovirus_1_to_100_30182916:Human rhinovirus 1 to 100
",none,undertaking
"Human_rhinovirus_1_to_100_30288600:Human rhinovirus 1 to 100
",1-17岁,1 month to 1
"Human_rhinovirus_1_to_100_30594268:Human rhinovirus 1 to 100
",17-65岁,26
"Human_rhinovirus_1_to_100_30849176:Human rhinovirus 1 to 100
",>65岁,65
"Human_rhinovirus_1_to_100_30858034:Human rhinovirus 1 to 100
",>65岁,109 pilgrims
"Human_rhinovirus_1_to_100_30955282:Human rhinovirus 1 to 100
",17-65岁,44
"Human_rhinovirus_1_to_100_30991957:Human rhinovirus 1 to 100
",>65岁,83 years (range 76-90
"Human_rhinovirus_1_to_100_31196108:Human rhinovirus 1 to 100
",1-17岁,6
"Human_rhinovirus_1_to_100_31424019:Human rhinovirus 1 to 100
",1-17岁,5 years old
"Human_rhinovirus_1_to_100_31494128:Human rhinovirus 1 to 100
",none,district
"Human_rhinovirus_1_to_100_31519188:Human rhinovirus 1 to 100
",17-65岁,60
"Human_rhinovirus_1_to_100_31607271:Human rhinovirus 1 to 100
",1-17岁,1-4
"Human_rhinovirus_1_to_100_32054471:Human rhinovirus 1 to 100
",none,seventh
"Human_rhinovirus_1_to_100_33530280:Human rhinovirus 1 to 100
",>65岁,156
"Human_rhinovirus_1_to_100_33849679:Human rhinovirus 1 to 100
",none,.
"Human_rhinovirus_1_to_100_34009376:Human rhinovirus 1 to 100
",none,.
"Human_rhinovirus_1_to_100_34130639:Human rhinovirus 1 to 100
",none,a
"Human_rhinovirus_1_to_100_34362085:Human rhinovirus 1 to 100
",1-17岁,5
"Human_T-lymphotropic_virus_1_10975403:Human T-lymphotropic virus 1
",>65岁,79-year-old
"Human_T-lymphotropic_virus_1_11843294:Human T-lymphotropic virus 1
",>65岁,69-year-old
"Human_T-lymphotropic_virus_1_17144592:Human T-lymphotropic virus 1
",17-65岁,46-year-old
"Human_T-lymphotropic_virus_1_17233405:Human T-lymphotropic virus 1
",>65岁,77-year-old
"Human_T-lymphotropic_virus_1_19143887:Human T-lymphotropic virus 1
",none,indigenous
"Human_T-lymphotropic_virus_1_19381638:Human T-lymphotropic virus 1
",none,SS
"Human_T-lymphotropic_virus_1_19525581:Human T-lymphotropic virus 1
",>65岁,1991
"Human_T-lymphotropic_virus_1_19856065:Human T-lymphotropic virus 1
",17-65岁,59
"Human_T-lymphotropic_virus_1_22310586:Human T-lymphotropic virus 1
",17-65岁,54
"Human_T-lymphotropic_virus_1_22578413:Human T-lymphotropic virus 1
",>65岁,44-94
"Human_T-lymphotropic_virus_1_23173397:Human T-lymphotropic virus 1
",17-65岁,17
"Human_T-lymphotropic_virus_1_23464968:Human T-lymphotropic virus 1
",1-17岁,7
"Human_T-lymphotropic_virus_1_25548379:Human T-lymphotropic virus 1
",none,patient
"Human_T-lymphotropic_virus_1_27527631:Human T-lymphotropic virus 1
",17-65岁,62-year-old
"Human_T-lymphotropic_virus_1_28050003:Human T-lymphotropic virus 1
",none,on
"Human_T-lymphotropic_virus_1_31000439:Human T-lymphotropic virus 1
",1-17岁,a human T-cell lymphotropic virus type-1 carrier
"Human_T-lymphotropic_virus_1_31434825:Human T-lymphotropic virus 1
",>65岁,71-year-old
"Human_T-lymphotropic_virus_1_31866618:Human T-lymphotropic virus 1
",>65岁,127
"Human_T-lymphotropic_virus_1_32321893:Human T-lymphotropic virus 1
",17-65岁,61-year-old
"Human_T-lymphotropic_virus_1_33909849:Human T-lymphotropic virus 1
",none,a
"Human_T-lymphotropic_virus_1_8645790:Human T-lymphotropic virus 1
",none,a North American woman
"Human_T-lymphotropic_virus_1_8847802:Human T-lymphotropic virus 1
",17-65岁,63-year-old
"Human_T-lymphotropic_virus_1_9434330:Human T-lymphotropic virus 1
",1-17岁,10
"Human_T-lymphotropic_virus_2_15595431:Human T-lymphotropic virus 2
",none,such
"Human_T-lymphotropic_virus_2_23173397:Human T-lymphotropic virus 2
",17-65岁,17
"Ife_virus_10442110:Ife virus
",>65岁,79
"Ilheus_virus_34960731:Ilheus virus
",>65岁,3135
"Infectious_bovine_rhinotracheitis_virus_176764:Infectious bovine rhinotracheitis virus
",1-17岁,six to 14-week-old
"Infectious_bovine_rhinotracheitis_virus_26993450:Infectious bovine rhinotracheitis virus
",none,a calf
"Infectious_bovine_rhinotracheitis_virus_3002257:Infectious bovine rhinotracheitis virus
",none,.
"Infectious_bovine_rhinotracheitis_virus_4289917:Infectious bovine rhinotracheitis virus
",none,samples
"Infectious_bovine_rhinotracheitis_virus_4321488:Infectious bovine rhinotracheitis virus
",none,:
"Infectious_bovine_rhinotracheitis_virus_4321581:Infectious bovine rhinotracheitis virus
",none,:
"Infectious_laryngotracheitis_virus_33923535:Infectious laryngotracheitis virus
",1-17岁,four-week-old
"Infectious_laryngotracheitis_virus_34819956:Infectious laryngotracheitis virus
",1-17岁,0-4
"Infectious_pancreatic_necrosis_virus_27672563:Infectious pancreatic necrosis virus
",>65岁,79-year-old
"Influenza_B_virus_(B-Lee-40)_6730434:Influenza B virus (B-Lee-40)
",none,white
"Inkoo_virus_1928573:Inkoo virus
",17-65岁,60
"Isfahan_virus_33338441:Isfahan virus
",none,general
"Isfahan_virus_33472732:Isfahan virus
",none,touch
"Isfahan_virus_33636983:Isfahan virus
",>65岁,72
"Isfahan_virus_33684835:Isfahan virus
",1-17岁,a SARS-CoV-2 positive immunocompetent
"Isfahan_virus_33876411:Isfahan virus
",17-65岁,40-year-old
"Isfahan_virus_33959402:Isfahan virus
",1-17岁,9
"Isfahan_virus_34404552:Isfahan virus
",none,patients
"Isfahan_virus_34453380:Isfahan virus
",none,recovered
"Isfahan_virus_34484383:Isfahan virus
",>65岁,2020
"Isfahan_virus_34748020:Isfahan virus
",>65岁,600
"Isfahan_virus_34925657:Isfahan virus
",1-17岁,5
"Isfahan_virus_34927706:Isfahan virus
",>65岁,5055
"Issyk-Kul_virus_1893195:Issyk-Kul virus
",none,white
"Ivela_ochropoda_NPV_33228818:Ivela ochropoda NPV
",17-65岁,adult
"Ivela_ochropoda_NPV_33236268:Ivela ochropoda NPV
",17-65岁,50
"Ivela_ochropoda_NPV_33270790:Ivela ochropoda NPV
",none,age
"Ivela_ochropoda_NPV_33296132:Ivela ochropoda NPV
",>65岁,257
"Ivela_ochropoda_NPV_33296409:Ivela ochropoda NPV
",>65岁,65
"Ivela_ochropoda_NPV_33335520:Ivela ochropoda NPV
",>65岁,72
"Ivela_ochropoda_NPV_33449185:Ivela ochropoda NPV
",17-65岁,49.2 +- 17
"Ivela_ochropoda_NPV_33509388:Ivela ochropoda NPV
",17-65岁,18
"Ivela_ochropoda_NPV_33761733:Ivela ochropoda NPV
",>65岁,136 moderate patients and 83
"Ivela_ochropoda_NPV_33788910:Ivela ochropoda NPV
",>65岁,73
"Ivela_ochropoda_NPV_33793600:Ivela ochropoda NPV
",>65岁,Older age
"Ivela_ochropoda_NPV_33814777:Ivela ochropoda NPV
",17-65岁,60
"Ivela_ochropoda_NPV_33852356:Ivela ochropoda NPV
",>65岁,72
"Ivela_ochropoda_NPV_33871709:Ivela ochropoda NPV
",none,administrative
"Ivela_ochropoda_NPV_33872057:Ivela ochropoda NPV
",>65岁,140
"Ivela_ochropoda_NPV_33873077:Ivela ochropoda NPV
",>65岁,78
"Ivela_ochropoda_NPV_34063861:Ivela ochropoda NPV
",>65岁,101
"Ivela_ochropoda_NPV_34093013:Ivela ochropoda NPV
",none,ward
"Ivela_ochropoda_NPV_34096323:Ivela ochropoda NPV
",17-65岁,60
"Ivela_ochropoda_NPV_34106017:Ivela ochropoda NPV
",>65岁,76
"Ivela_ochropoda_NPV_34130118:Ivela ochropoda NPV
",17-65岁,56
"Ivela_ochropoda_NPV_34146235:Ivela ochropoda NPV
",1-17岁,adult patients with COVID-19 admitted to one of thirteen Northwell
"Ivela_ochropoda_NPV_34218365:Ivela ochropoda NPV
",17-65岁,58
"Ivela_ochropoda_NPV_34243776:Ivela ochropoda NPV
",>65岁,older
